"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
1.00398406374502,5.11617395959671,0,-0.893175591097828,1.00680272108844,3.92039678045177,0,-3.20363650297556,1.00398406374502,3.66229402661103,0,-0.804076232500079,1.00452488687783,1.54870319490493,0,-2.21465080713451,0,-1.01627241533129,0,-1.38136297887947,1.00398406374502,0.0432029679993035,1.00411522633745,0.334001790397525,0,-0.867654374673268,1.01010101010101,0.588164709973143,1.00398406374502,2.12431483355901,1.00398406374502,0.166521911341186,1.00398406374502,3.79235586465701,1.00398406374502,4.48115287138857,0,-6.92062422825265,0,-2.48117683443839,0,-0.483495638940904,0,-2.53718803508167,1.00398406374502,3.79736789762432,0,-0.428180175935783,1.00398406374502,3.61381739895482,1.00398406374502,1.04982364468787,0,-0.414551501082856,0,-2.96423199738027,1.00398406374502,1.11401011843086,0,-7.94189673050966
1.00398406374502,4.39737404660061,0,-0.77371611937401,1.00680272108844,3.04088327650793,0,-2.76493378354401,1.00398406374502,3.45085120779111,0,-0.900322621761016,1.00452488687783,1.41812679230352,0,-1.95461341478965,1.00398406374502,0.102482946713423,0,-0.306560653515102,1.00398406374502,0.179783834199579,1.00411522633745,0.337443012155729,0,-0.881518126075731,0,-0.87337693974422,1.00398406374502,1.69440725013604,1.00398406374502,0.0960851874008419,1.00398406374502,3.25038151953711,1.00398406374502,4.36738641860448,0,-6.00239280011563,0,-2.06012420772001,0,-0.438918631308609,0,-2.14616159234262,1.00398406374502,3.61927428546818,0,-0.397745380898251,1.00398406374502,3.35830623731967,1.00398406374502,0.985609932233472,0,-0.493864328128413,0,-1.88134120165792,1.00398406374502,1.02675134054503,0,-7.35025152277237
1.00398406374502,4.85245679598908,0,-0.695944191838668,1.00680272108844,3.78495661564365,0,-2.30684240881424,1.00398406374502,3.79574232313559,0,-1.03294521771677,1.00452488687783,1.44762799969218,0,-2.22749079585624,0,-0.471455844436788,0,-1.5386102045306,0,-0.0410737771848341,1.00411522633745,0.480277823400913,0,-0.88764516782632,1.01010101010101,0.205951192330915,1.00398406374502,1.99793436690656,1.00398406374502,0.053911001471564,1.00398406374502,3.31915446761884,1.00398406374502,4.84787442689677,0,-5.57047764821776,0,-2.83175670877977,0,-0.458397262652172,0,-2.53988352682148,1.00398406374502,4.20316142680111,0,-0.396720030317766,1.00398406374502,3.45040318524997,1.00398406374502,0.721790584569936,0,-0.444753016575861,0,-1.89002335117472,1.00398406374502,1.15615941736338,0,-7.5348680798086
1.00398406374502,4.84208536977823,0,-0.533964486122312,1.00680272108844,3.85857850769633,0,-2.53545252883369,1.00398406374502,4.18058373482928,0,-1.08891766900304,1.00452488687783,1.41515620309464,0,-2.22795958991676,0,-2.04016625032384,0,-2.24137459521235,1.00398406374502,0.0223702908868492,1.00411522633745,0.627661286089804,0,-0.798070425863375,1.01010101010101,1.74063216179003,1.00398406374502,2.78847947748428,1.00398406374502,0.068582550478836,1.00398406374502,3.54358291218403,1.00398406374502,4.38929015493371,0,-5.51387562973777,0,-2.73569296482378,0,-0.425835243251399,0,-2.32727112291401,1.00398406374502,5.22515974038046,0,-0.372440630326591,1.00398406374502,3.77234399988669,1.00398406374502,0.675453260691516,0,-0.388936517524954,0,-3.10194277675482,1.00398406374502,1.35095978538262,0,-7.78281785689086
1.00398406374502,4.29708147027086,0,-0.787286798613037,1.00680272108844,3.8315388951374,0,-2.63368285390695,1.00398406374502,3.45967896179086,0,-0.879676627652141,1.00452488687783,1.39451483474442,0,-1.93133493955573,0,-0.180819617152049,0,-0.541023741655993,1.00398406374502,0.20522465624864,1.00411522633745,0.38565282161352,0,-0.894130925744652,0,-0.549562027257982,1.00398406374502,1.46305453135132,1.00398406374502,0.0465822366804489,1.00398406374502,3.18623568903127,1.00398406374502,4.63623145705566,0,-5.84264089023577,0,-2.20384234198129,0,-0.480607641647808,0,-2.06283851830392,1.00398406374502,3.67760946377496,0,-0.453609716093714,1.00398406374502,3.27383659867292,1.00398406374502,0.96236215702063,0,-0.477560867668525,0,-1.90750955775216,1.00398406374502,1.00050516725515,0,-7.34222055707705
1.00398406374502,4.87971825585154,0,-0.656898573513959,1.00680272108844,3.39385263503893,0,-2.41116454694525,1.00398406374502,4.00974318813403,0,-1.05358205519529,1.00452488687783,1.46639368297448,0,-2.2881540245602,0,-0.12427747241482,0,-1.32118723709537,0,-0.0197301500623398,1.00411522633745,0.497893875268476,0,-0.915964682913747,0,-1.14926311454659,1.00398406374502,1.9606604414864,1.00398406374502,0.100225283446894,1.00398406374502,3.4545086130087,1.00398406374502,4.63586418886198,0,-5.62985376119853,0,-2.65525150480839,0,-0.425113435886261,0,-2.51146721576466,1.00398406374502,4.42136247286714,0,-0.345418117513616,1.00398406374502,3.60420974109715,1.00398406374502,0.731356158214538,0,-0.452384951145847,0,-1.09664520277793,1.00398406374502,1.25993680653375,0,-7.9880094159434
1.00398406374502,4.59866885428343,0,-0.486748549122596,1.00680272108844,3.4488940618877,0,-2.61654374886394,1.00398406374502,4.15205610022221,0,-0.993193351469511,1.00452488687783,1.30998981791421,0,-2.19638705781744,0,-3.16472845637719,0,-0.773689531228344,0,-0.0159904973137704,1.00411522633745,0.60128057816532,0,-0.831946959312473,1.01010101010101,2.07356550892372,1.00398406374502,3.90315480281725,1.00398406374502,0.07422679951424,1.00398406374502,3.6816486075897,1.00398406374502,4.5744034512922,0,-5.3889562176607,0,-2.07674085652041,0,-0.424059917800967,0,-2.22893025080532,1.00398406374502,4.95745298002826,0,-0.400989490808936,1.00398406374502,3.76248466053727,1.00398406374502,0.593315033409192,0,-0.394983157636578,0,-2.22076055352169,1.00398406374502,1.35538043102834,0,-6.81577866672624
1.00398406374502,4.04321502702078,0,-0.701520823445577,1.00680272108844,3.61802408909645,0,-2.31381324991869,1.00398406374502,3.30680158902903,0,-0.943572418892727,1.00452488687783,1.32821126386816,0,-1.84374220574949,1.00398406374502,0.158465428809584,0,-0.587210857100493,1.00398406374502,0.171978090936289,1.00411522633745,0.403395033270043,0,-0.836267111641956,0,-0.880779054783066,1.00398406374502,1.09627087401652,1.00398406374502,0.0354578054579981,1.00398406374502,2.89392939278098,1.00398406374502,4.1967844245873,0,-5.49750529061725,0,-1.93628041662116,0,-0.477333460842251,0,-2.05506105147058,1.00398406374502,3.45378389423547,0,-0.402327220610656,1.00398406374502,3.14259218540591,1.00398406374502,0.877221961460942,0,-0.505074623151859,0,-1.70188761470495,1.00398406374502,0.931592200373162,0,-7.13959576461198
1.00398406374502,4.53786260721512,0,-0.756877696077609,1.00680272108844,3.30933813604808,0,-2.54440620795025,1.00398406374502,3.34124095720153,0,-0.870074163825417,1.00452488687783,1.47723606800729,0,-1.97255131240066,0,-0.136620004393189,0,-0.860886194321284,1.00398406374502,0.0838076760032594,1.00411522633745,0.3781509172471,0,-0.851111575486784,0,-0.297796673348082,1.00398406374502,1.72093622214357,1.00398406374502,0.0586250987709513,1.00398406374502,3.26392748520157,1.00398406374502,4.52115911508738,0,-5.71705228880352,0,-2.28636685777375,0,-0.473873386748273,0,-2.28355582832484,1.00398406374502,3.69809038770347,0,-0.378916904620389,1.00398406374502,3.22467275357146,1.00398406374502,0.814735945934274,0,-0.485744072136374,0,-1.61783984198751,1.00398406374502,0.962391474959846,0,-7.14339136648185
1.00398406374502,5.4847098769275,0,-0.658918413679892,1.00680272108844,3.61738815472592,0,-2.32352333969407,1.00398406374502,4.56408364797233,0,-1.13937466201559,1.00452488687783,1.52906861300722,0,-2.56056998002192,0,-2.7467586981231,0,-2.48296646999418,0,-0.262333167871479,1.00411522633745,0.54198929849914,0,-1.01080857079324,1.01010101010101,1.85236677294799,1.00398406374502,3.48448332222386,1.00398406374502,0.137260282649513,1.00398406374502,3.9339094438383,1.00398406374502,4.04034795991272,0,-5.91616299723036,0,-2.38659194740028,0,-0.401565529098659,0,-2.74376297940451,1.00398406374502,5.3503138969495,0,-0.311613304673965,1.00398406374502,3.89670156131968,1.00398406374502,0.422994833633381,0,-0.41359520903927,0,-3.00091024039756,1.00398406374502,1.53402649903454,0,-7.77105862622783
