@relation NATOPS_channel_10

@attribute channel_10_0 numeric
@attribute channel_10_1 numeric
@attribute channel_10_2 numeric
@attribute channel_10_3 numeric
@attribute channel_10_4 numeric
@attribute channel_10_5 numeric
@attribute channel_10_6 numeric
@attribute channel_10_7 numeric
@attribute channel_10_8 numeric
@attribute channel_10_9 numeric
@attribute channel_10_10 numeric
@attribute channel_10_11 numeric
@attribute channel_10_12 numeric
@attribute channel_10_13 numeric
@attribute channel_10_14 numeric
@attribute channel_10_15 numeric
@attribute channel_10_16 numeric
@attribute channel_10_17 numeric
@attribute channel_10_18 numeric
@attribute channel_10_19 numeric
@attribute channel_10_20 numeric
@attribute channel_10_21 numeric
@attribute channel_10_22 numeric
@attribute channel_10_23 numeric
@attribute channel_10_24 numeric
@attribute channel_10_25 numeric
@attribute channel_10_26 numeric
@attribute channel_10_27 numeric
@attribute channel_10_28 numeric
@attribute channel_10_29 numeric
@attribute channel_10_30 numeric
@attribute channel_10_31 numeric
@attribute channel_10_32 numeric
@attribute channel_10_33 numeric
@attribute channel_10_34 numeric
@attribute channel_10_35 numeric
@attribute channel_10_36 numeric
@attribute channel_10_37 numeric
@attribute channel_10_38 numeric
@attribute channel_10_39 numeric
@attribute channel_10_40 numeric
@attribute channel_10_41 numeric
@attribute channel_10_42 numeric
@attribute channel_10_43 numeric
@attribute channel_10_44 numeric
@attribute channel_10_45 numeric
@attribute channel_10_46 numeric
@attribute channel_10_47 numeric
@attribute channel_10_48 numeric
@attribute channel_10_49 numeric
@attribute channel_10_50 numeric
@attribute classAttribute {1.0,2.0,3.0,4.0,5.0,6.0}

@data
-0.823936,-0.822723,-0.820954,-0.822648,-0.826938,-0.835003,-0.814874,-0.806363,-0.82302,-0.751136,-0.770869,-0.613066,-0.705992,-0.756906,-0.87774,-0.849434,-0.832701,-0.829921,-0.828542,-0.823806,-0.816451,-0.771187,-0.389637,-0.40669,-0.370599,-0.229417,-0.146737,-0.141624,-0.081839,0.000284,0.040632,0.06017,0.05484,-0.001514,-0.08586,-0.204498,-0.419217,-0.544703,-0.6526,-0.764072,-0.838638,-0.85369,-0.857167,-0.835251,-0.831464,-0.839226,-0.836149,-0.820673,-0.808422,-0.822569,-0.818008,4.0
-0.717765,-0.717714,-0.7179,-0.718088,-0.718276,-0.718382,-0.718356,-0.71825,-0.718161,-0.717686,-0.716408,-0.711404,-0.696744,-0.636456,-0.605519,-0.544327,-0.454451,-0.277821,-0.134932,-0.0622,0.025083,0.071187,0.098787,0.122087,0.127353,0.128193,0.125942,0.120335,0.10248,0.065018,-0.010882,-0.084337,-0.216501,-0.350098,-0.492468,-0.56969,-0.661156,-0.711683,-0.731322,-0.741312,-0.739006,-0.752393,-0.756103,-0.752734,-0.753757,-0.742256,-0.738803,-0.728163,-0.723021,-0.719972,-0.717794,3.0
-0.813381,-0.812834,-0.811807,-0.811505,-0.811396,-0.811368,-0.812843,-0.810826,-0.760815,-0.684867,-0.571541,-0.456352,-0.298376,-0.185622,-0.02476,0.063996,0.121895,0.156966,0.17195,0.172223,0.171089,0.169023,0.153822,0.109431,0.013036,-0.093851,-0.221137,-0.457979,-0.563552,-0.681712,-0.75859,-0.845154,-0.852676,-0.860863,-0.860533,-0.855396,-0.854613,-0.858139,-0.861201,-0.85787,-0.856531,-0.853395,-0.85022,-0.848938,-0.849115,-0.848488,-0.853495,-0.855175,-0.854737,-0.85296,-0.852812,3.0
-0.769109,-0.768785,-0.766637,-0.766449,-0.764161,-0.763705,-0.757216,-0.789851,-0.81065,-0.746705,-0.703352,-0.664349,-0.714732,-0.537025,-0.91553,-0.639959,-0.618702,-0.834767,-1.08286,-0.886763,-0.884363,-0.881634,-0.835432,-0.832278,-0.73559,-0.44241,-0.557201,-0.468225,-0.375724,-0.322044,-0.249926,-0.179756,-0.111407,-0.049564,-0.026232,-0.016975,-0.010871,-0.015242,-0.045933,-0.14969,-0.28463,-0.442668,-0.599166,-0.773828,-0.844819,-0.874946,-0.852137,-0.841929,-0.843239,-0.860839,-0.859435,4.0
-0.898846,-0.902883,-0.905759,-0.910317,-0.900918,-0.905605,-0.911462,-0.920543,-0.921428,-0.888432,-0.778189,-0.629868,-0.471932,-0.269017,-0.149176,-0.086102,-0.03466,0.015665,0.029038,0.034179,0.038331,0.03782,0.036791,0.036041,0.03527,0.034174,0.022551,0.010326,-0.041603,-0.142589,-0.303482,-0.438995,-0.589361,-0.720021,-0.848372,-0.897572,-0.910919,-0.903706,-0.887878,-0.882655,-0.884618,-0.887255,-0.885091,-0.884916,-0.880814,-0.893529,-0.907007,-0.906253,-0.91175,-0.913503,-0.910369,3.0
-0.78984,-0.793393,-0.79402,-0.780249,-0.787134,-0.788011,-0.774316,-0.793759,-0.7967,-0.876467,-0.880923,-0.807846,-0.663181,-0.529977,-0.365809,-0.159517,-0.074,-0.003552,0.030447,0.070224,0.070491,0.051397,-0.020422,-0.145804,-0.302906,-0.452609,-0.566428,-0.642359,-0.663993,-0.759129,-0.887744,-0.924975,-0.923471,-1.177082,-1.175505,-1.157522,-1.166883,-1.164641,-0.822648,-0.831255,-0.673306,-0.668104,-0.737303,-0.825095,-0.83359,-0.834368,-0.827651,-0.814458,-0.811426,-0.809717,-0.811723,5.0
-0.844167,-0.86133,-1.018781,-0.833048,-0.835207,-0.858701,-0.991307,-0.937558,-0.774481,-0.674111,-0.510101,-0.294429,-0.158668,-0.001177,0.100325,0.252421,0.306609,0.338648,0.34091,0.347223,0.339031,0.300229,0.148762,0.090461,-0.140934,-0.322108,-0.464014,-0.608056,-0.790525,-0.778106,-0.812824,-0.922408,-0.940106,-0.946444,-0.889947,-0.895694,-0.903066,-0.887583,-0.872931,-0.874157,-0.882423,-0.887136,-0.875202,-0.890925,-0.892577,-0.899166,-0.895402,-0.89024,-0.88102,-0.882138,-0.870535,1.0
-0.808819,-0.809097,-0.808919,-0.813314,-0.808087,-0.810217,-0.812948,-0.807365,-0.810813,-0.795969,-0.807333,-0.792539,-0.7483,-0.700873,-0.681953,-0.601106,-0.430613,-0.129945,0.030228,0.116369,0.113935,-0.021137,0.002568,0.545853,0.271078,0.263311,0.285839,0.260918,0.268435,0.268835,0.170256,-0.014856,-0.141847,-0.427419,-0.557129,-0.777871,-0.678806,-0.738901,-0.775008,-0.783743,-0.789423,-0.792025,-0.795008,-0.796318,-0.7903,-0.791545,-0.791928,-0.789355,-0.790804,-0.792602,-0.793555,6.0
-0.864264,-0.856862,-0.856698,-0.85414,-0.849086,-0.850541,-0.852828,-0.852079,-0.850956,-0.857101,-0.803538,-0.702078,-0.568458,-0.449789,-0.296002,-0.177766,-0.071881,-0.004879,0.059201,0.104909,0.116066,0.12477,0.127425,0.132632,0.12929,0.125512,0.121075,0.116937,0.10727,0.079788,-0.040728,-0.226548,-0.364243,-0.565973,-0.695094,-0.755367,-0.80461,-0.840952,-0.846329,-0.857044,-0.876552,-0.869619,-0.86402,-0.864055,-0.86124,-0.856025,-0.856502,-0.858238,-0.855602,-0.859957,-0.854878,3.0
-0.741972,-0.747105,-0.740644,-0.735332,-0.74615,-0.744964,-0.748297,-0.755021,-0.761348,-0.756615,-0.759266,-0.751724,-0.760084,-0.761811,-0.766309,-0.765935,-0.747948,-0.73998,-0.712856,-0.643135,-0.443268,-0.274937,-0.102987,0.01961,0.141366,0.221997,0.262964,0.278501,0.283533,0.28553,0.284751,0.28304,0.280415,0.24565,0.193227,0.127627,0.034719,-0.085213,-0.208283,-0.331826,-0.463343,-0.563004,-0.659489,-0.692771,-0.716968,-0.714913,-0.718834,-0.715206,-0.713999,-0.712626,-0.721944,2.0
