@relation NATOPS_channel_3

@attribute channel_3_0 numeric
@attribute channel_3_1 numeric
@attribute channel_3_2 numeric
@attribute channel_3_3 numeric
@attribute channel_3_4 numeric
@attribute channel_3_5 numeric
@attribute channel_3_6 numeric
@attribute channel_3_7 numeric
@attribute channel_3_8 numeric
@attribute channel_3_9 numeric
@attribute channel_3_10 numeric
@attribute channel_3_11 numeric
@attribute channel_3_12 numeric
@attribute channel_3_13 numeric
@attribute channel_3_14 numeric
@attribute channel_3_15 numeric
@attribute channel_3_16 numeric
@attribute channel_3_17 numeric
@attribute channel_3_18 numeric
@attribute channel_3_19 numeric
@attribute channel_3_20 numeric
@attribute channel_3_21 numeric
@attribute channel_3_22 numeric
@attribute channel_3_23 numeric
@attribute channel_3_24 numeric
@attribute channel_3_25 numeric
@attribute channel_3_26 numeric
@attribute channel_3_27 numeric
@attribute channel_3_28 numeric
@attribute channel_3_29 numeric
@attribute channel_3_30 numeric
@attribute channel_3_31 numeric
@attribute channel_3_32 numeric
@attribute channel_3_33 numeric
@attribute channel_3_34 numeric
@attribute channel_3_35 numeric
@attribute channel_3_36 numeric
@attribute channel_3_37 numeric
@attribute channel_3_38 numeric
@attribute channel_3_39 numeric
@attribute channel_3_40 numeric
@attribute channel_3_41 numeric
@attribute channel_3_42 numeric
@attribute channel_3_43 numeric
@attribute channel_3_44 numeric
@attribute channel_3_45 numeric
@attribute channel_3_46 numeric
@attribute channel_3_47 numeric
@attribute channel_3_48 numeric
@attribute channel_3_49 numeric
@attribute channel_3_50 numeric
@attribute classAttribute {1.0,2.0,3.0,4.0,5.0,6.0}

@data
0.465208,0.467033,0.471135,0.506153,0.611207,0.697417,0.721512,0.652092,0.452124,0.202564,-0.063753,-0.3016,-0.284377,-0.100933,-0.581304,-0.639331,-0.643672,-0.64667,-0.651358,-0.645455,-0.782841,-0.493971,0.084138,0.342128,0.946373,1.560078,1.935687,1.950222,2.131079,2.126015,2.053882,1.990205,2.039243,2.049479,2.079578,2.130218,1.959991,1.796142,1.533115,1.295336,1.007058,0.66193,0.510333,0.412795,0.412242,0.455973,0.446786,0.425194,0.434855,0.468405,0.460464,4.0
0.556062,0.555061,0.554836,0.556115,0.557987,0.555708,0.551634,0.555288,0.557018,0.557984,0.566558,0.595124,0.688472,0.909471,1.157087,1.382427,1.566687,1.745725,1.921566,1.981537,2.031765,2.052745,2.066242,2.049396,2.053354,2.042906,2.049896,2.05482,2.043124,2.017753,1.95613,1.916195,1.834806,1.743915,1.593098,1.402158,1.201645,1.039642,0.900692,0.793046,0.69899,0.627531,0.589846,0.567231,0.564072,0.574964,0.584732,0.592594,0.594713,0.592819,0.585138,3.0
0.54266,0.5448,0.541448,0.540664,0.540974,0.538511,0.554029,0.64929,0.872469,1.171109,1.481135,1.759818,1.96855,2.069238,2.121718,2.075816,2.06517,2.054038,2.049918,2.039854,2.041501,2.036889,2.038175,2.057481,2.08486,2.024065,1.968741,1.673542,1.404931,1.125658,0.903978,0.613229,0.543143,0.564971,0.568717,0.551026,0.482795,0.482736,0.482855,0.566484,0.558577,0.553217,0.562358,0.563519,0.562597,0.561896,0.559784,0.559533,0.555924,0.561378,0.55864,3.0
0.571942,0.573807,0.572781,0.578568,0.581503,0.619802,0.753184,0.890696,1.094691,1.386803,1.404838,1.368527,0.959196,0.288708,0.011704,-0.430201,-0.647522,-0.601651,-0.599095,-0.626848,-0.634169,-0.475771,-0.717603,-0.786699,0.17611,0.082433,0.759392,1.412267,1.879365,2.041462,2.13439,2.209258,2.178335,2.085866,1.967971,2.093173,2.079876,2.087544,2.095717,2.115207,2.070914,1.8908,1.593,1.208036,0.860569,0.641938,0.500461,0.444293,0.464535,0.427356,0.493503,4.0
0.80848,0.817692,0.81918,0.817322,0.797462,0.796686,0.793731,0.824147,0.972085,1.311935,1.654506,1.955367,2.171269,2.293326,2.342902,2.311845,2.29889,2.28553,2.269076,2.25701,2.255695,2.254876,2.254787,2.256647,2.25906,2.254605,2.241751,2.257779,2.291727,2.270188,2.131903,1.969712,1.724227,1.518511,1.213113,1.028431,0.889459,0.770822,0.78661,0.822215,0.815198,0.666175,0.653105,0.642018,0.756099,0.785398,0.794,0.672536,0.686687,0.684515,0.680175,3.0
0.515822,0.491664,0.495839,0.490844,0.49199,0.490529,0.497117,0.528696,0.6289,0.861435,1.222007,1.619352,1.916266,2.095997,2.115221,2.054409,2.071914,2.061603,1.982451,2.00079,2.012376,2.014537,1.943993,1.802088,1.670731,1.251823,0.692121,0.155275,-0.447961,-0.538939,-0.602686,-0.559226,-0.545489,-0.542466,-0.552742,-0.584835,-0.631016,-0.330544,0.125544,-0.389276,-0.197851,0.074821,0.356854,0.693005,0.772848,0.788725,0.722003,0.633681,0.615171,0.567349,0.542967,5.0
0.675893,0.699281,0.673774,0.700096,0.765257,0.980454,1.438025,1.783344,2.084952,2.320374,2.199076,2.241455,1.963853,1.704254,1.335167,1.144546,0.926877,0.839239,0.819507,0.874782,0.930144,1.070219,1.325829,1.50577,1.849173,2.073262,2.03597,2.039127,1.900343,1.638979,1.474559,1.196752,1.009068,0.898625,0.842699,0.805697,0.822678,0.747218,0.726432,0.735417,0.749297,0.755717,0.778103,0.755128,0.751274,0.742517,0.743311,0.786792,0.730863,0.730482,0.732217,1.0
0.482312,0.480616,0.48347,0.484225,0.475411,0.482635,0.483376,0.475829,0.4828,0.477406,0.47694,0.564448,0.741196,1.01152,1.251946,1.407576,1.266699,1.012896,0.87199,0.637284,0.336373,0.19733,0.063208,-0.000629,-0.027996,0.008354,0.021668,0.124011,-0.013385,0.113037,0.076596,-0.085748,-0.146245,-0.162312,0.036198,0.178673,0.382516,0.508244,0.494442,0.496169,0.509118,0.506286,0.499093,0.488289,0.483022,0.479434,0.478359,0.481439,0.48241,0.48355,0.479757,6.0
0.715485,0.711695,0.708743,0.713484,0.714331,0.717454,0.707819,0.723581,0.834273,1.102696,1.40705,1.731414,1.957698,2.085907,2.195046,2.229453,2.235384,2.216731,2.193074,2.16729,2.159336,2.148751,2.143682,2.149067,2.155581,2.159598,2.153198,2.1728,2.178108,2.192018,2.133385,2.002946,1.892499,1.627377,1.428924,1.223477,1.079032,0.927164,0.831308,0.747641,0.724393,0.653736,0.725707,0.733965,0.743166,0.733343,0.739735,0.742654,0.717687,0.71136,0.742665,3.0
0.446069,0.481289,0.477155,0.456143,0.48965,0.491023,0.49338,0.504624,0.456913,0.453104,0.461704,0.459407,0.455777,0.466866,0.471926,0.492806,0.612119,0.808464,1.147123,1.444456,1.833397,1.996801,2.069732,2.092395,2.098766,2.065581,2.02439,1.984856,1.976363,1.970981,1.986986,1.97105,1.998607,2.098861,2.082066,2.106884,2.064589,2.03456,1.970675,1.850784,1.627121,1.367258,1.075537,0.806497,0.541739,0.495446,0.484685,0.486486,0.496238,0.501367,0.502717,2.0
