@relation NATOPS_channel_1

@attribute channel_1_0 numeric
@attribute channel_1_1 numeric
@attribute channel_1_2 numeric
@attribute channel_1_3 numeric
@attribute channel_1_4 numeric
@attribute channel_1_5 numeric
@attribute channel_1_6 numeric
@attribute channel_1_7 numeric
@attribute channel_1_8 numeric
@attribute channel_1_9 numeric
@attribute channel_1_10 numeric
@attribute channel_1_11 numeric
@attribute channel_1_12 numeric
@attribute channel_1_13 numeric
@attribute channel_1_14 numeric
@attribute channel_1_15 numeric
@attribute channel_1_16 numeric
@attribute channel_1_17 numeric
@attribute channel_1_18 numeric
@attribute channel_1_19 numeric
@attribute channel_1_20 numeric
@attribute channel_1_21 numeric
@attribute channel_1_22 numeric
@attribute channel_1_23 numeric
@attribute channel_1_24 numeric
@attribute channel_1_25 numeric
@attribute channel_1_26 numeric
@attribute channel_1_27 numeric
@attribute channel_1_28 numeric
@attribute channel_1_29 numeric
@attribute channel_1_30 numeric
@attribute channel_1_31 numeric
@attribute channel_1_32 numeric
@attribute channel_1_33 numeric
@attribute channel_1_34 numeric
@attribute channel_1_35 numeric
@attribute channel_1_36 numeric
@attribute channel_1_37 numeric
@attribute channel_1_38 numeric
@attribute channel_1_39 numeric
@attribute channel_1_40 numeric
@attribute channel_1_41 numeric
@attribute channel_1_42 numeric
@attribute channel_1_43 numeric
@attribute channel_1_44 numeric
@attribute channel_1_45 numeric
@attribute channel_1_46 numeric
@attribute channel_1_47 numeric
@attribute channel_1_48 numeric
@attribute channel_1_49 numeric
@attribute channel_1_50 numeric
@attribute classAttribute {1.0,2.0,3.0,4.0,5.0,6.0}

@data
-1.821679,-1.841987,-1.821358,-1.845643,-1.941721,-2.005778,-1.817611,-1.560247,-1.225895,-0.853063,-0.419435,0.009286,0.381121,0.272432,0.066764,-0.017016,-0.034722,-0.027134,-0.340397,0.099757,0.131993,0.329044,0.595222,0.624985,0.616613,0.45641,0.395317,0.288116,0.250682,0.235802,0.197454,0.166,0.137392,0.052128,-0.123506,-0.41847,-0.852231,-1.201431,-1.436095,-1.704426,-1.852032,-1.833314,-1.84381,-1.83062,-1.820712,-1.781465,-1.804775,-1.799706,-1.751323,-1.772353,-1.761632,4.0
-1.600105,-1.599419,-1.595734,-1.599754,-1.595733,-1.602007,-1.60002,-1.598692,-1.600736,-1.591811,-1.591113,-1.590596,-1.592096,-1.602356,-1.599226,-1.598969,-1.603676,-1.556698,-1.565751,-1.569814,-1.515698,-1.521628,-1.526458,-1.525762,-1.525945,-1.52276,-1.518539,-1.523185,-1.525139,-1.532057,-1.53242,-1.544522,-1.54286,-1.553943,-1.57352,-1.577077,-1.567233,-1.574482,-1.560284,-1.554778,-1.542514,-1.566853,-1.585491,-1.581918,-1.599274,-1.58616,-1.595581,-1.582292,-1.576063,-1.572246,-1.565955,3.0
-1.755034,-1.752676,-1.751284,-1.750446,-1.750673,-1.749988,-1.754667,-1.759465,-1.759704,-1.735536,-1.729113,-1.72238,-1.713558,-1.695698,-1.670577,-1.664122,-1.663787,-1.69077,-1.68007,-1.669917,-1.669104,-1.66945,-1.663064,-1.738568,-1.69265,-1.684052,-1.708841,-1.72297,-1.698575,-1.706483,-1.757548,-1.783361,-1.783481,-1.802357,-1.800491,-1.807257,-1.804022,-1.817129,-1.822252,-1.814481,-1.812297,-1.807388,-1.800304,-1.798502,-1.799143,-1.796104,-1.807975,-1.810866,-1.810471,-1.80651,-1.802609,3.0
-1.893971,-1.895032,-1.891953,-1.890784,-1.889029,-1.985419,-1.989001,-1.935924,-1.812206,-1.558744,-1.245037,-0.81556,-0.548436,0.070264,0.323102,0.411096,0.368968,0.068491,0.008109,0.090609,0.086276,0.132411,-0.04366,0.227906,0.321975,0.356468,0.054511,-0.128359,-0.145127,-0.136538,-0.098245,-0.078925,-0.06584,-0.034932,-0.006948,-0.003345,-0.005321,0.013404,-0.040554,-0.248277,-0.595659,-0.987838,-1.401421,-1.732414,-1.861527,-2.039305,-1.94017,-1.879839,-1.952879,-1.949485,-1.931336,4.0
-2.153186,-2.158284,-2.16775,-2.175597,-2.150618,-2.160434,-2.170587,-2.185698,-2.189758,-2.187585,-2.126637,-2.087654,-2.048842,-1.993578,-1.985408,-1.990345,-1.977895,-1.980697,-1.98214,-1.97897,-1.98312,-1.970774,-1.975095,-1.974267,-1.975162,-1.974358,-1.959578,-1.965592,-1.977799,-1.980086,-1.984416,-1.996446,-2.041789,-2.087426,-2.143225,-2.158252,-2.178582,-2.161198,-2.124497,-2.128293,-2.140927,-2.132929,-2.129611,-2.124362,-2.144448,-2.175055,-2.182246,-2.187795,-2.204468,-2.215342,-2.206473,3.0
-1.439078,-1.434859,-1.443421,-1.414999,-1.423901,-1.425712,-1.422696,-1.986163,-1.940053,-1.890574,-1.926938,-1.652745,-1.395059,-1.095331,-0.775838,-0.319821,-0.093392,0.050693,0.140576,0.193753,0.143534,0.10346,-0.000599,-0.096107,-0.117888,-0.073761,-0.083993,-0.063811,0.149129,0.195742,0.206006,0.086405,0.157608,0.298676,0.328578,0.284965,0.075042,0.029533,-0.230162,-0.593728,-1.060011,-1.173284,-1.848523,-2.019293,-2.016783,-2.015654,-2.025466,-2.049651,-2.044683,-1.998448,-2.008252,5.0
-2.140106,-2.18043,-2.18425,-2.165473,-2.166353,-2.188357,-2.171616,-2.152476,-2.080721,-2.006066,-1.943059,-1.894581,-1.753115,-1.716338,-1.717108,-1.711693,-1.678991,-1.684525,-1.674962,-1.68226,-1.660841,-1.672629,-1.669043,-1.658302,-1.704861,-1.800954,-1.865413,-1.910299,-1.969745,-1.99792,-2.023112,-2.047472,-2.08966,-2.12585,-2.128861,-2.14278,-2.17134,-2.134076,-2.107624,-2.126221,-2.151361,-2.175967,-2.163802,-2.177788,-2.177659,-2.178485,-2.166886,-2.156666,-2.134735,-2.134347,-2.13855,1.0
-0.45101,-0.452856,-0.449891,-0.451067,-0.450883,-0.448971,-0.450931,-0.444764,-0.448028,-0.437884,-0.443415,-0.433622,-0.344248,-1.720949,-1.588647,-1.399733,-1.041671,-0.689794,-0.477403,-0.324568,-0.261848,-0.134594,-0.049918,0.188087,0.140809,0.132963,0.145989,0.158804,0.142967,0.148613,0.073283,-0.08422,-0.5774,-0.958769,-1.390201,-1.656465,-1.74646,-1.810293,-1.706208,-1.70563,-1.715297,-1.797113,-1.801727,-1.80657,-1.776895,-1.791069,-1.805789,-1.776809,-1.768963,-1.756342,-1.770889,6.0
-2.30225,-2.146981,-2.149554,-2.147309,-2.185796,-2.131507,-2.143124,-2.0961,-2.09937,-2.105475,-2.117127,-2.149036,-2.03039,-2.01153,-1.963809,-1.934964,-1.912077,-1.89147,-1.882027,-1.881211,-1.882895,-1.884757,-1.887705,-1.879498,-1.890071,-1.885059,-1.889542,-1.913711,-1.918782,-1.935494,-1.919352,-1.907573,-1.932428,-1.965691,-2.000392,-2.015929,-2.007497,-2.081087,-2.057686,-2.111553,-2.1592,-2.16995,-2.152829,-2.303485,-2.291421,-2.284631,-2.101321,-2.106737,-2.101307,-2.13612,-2.128594,3.0
-1.715338,-1.725476,-1.713274,-1.701285,-1.72103,-1.715492,-1.726764,-1.736156,-1.757294,-1.74909,-1.756282,-1.743718,-1.75655,-1.752199,-1.768994,-1.769106,-1.73547,-1.746548,-1.756798,-1.753507,-1.788041,-1.788331,-1.739353,-1.693336,-1.722212,-1.740035,-1.735076,-1.735507,-1.726243,-1.689172,-1.63839,-1.817392,-1.731564,-1.577588,-1.588475,-1.75281,-1.768575,-1.765299,-1.76515,-1.772185,-1.745375,-1.751441,-1.758738,-1.74314,-1.729265,-1.729605,-1.730699,-1.720108,-1.720346,-1.719384,-1.733476,2.0
-1.798263,-1.796906,-1.796375,-1.792997,-1.794892,-1.78829,-1.791331,-1.797945,-1.791944,-1.792357,-1.79758,-1.794347,-1.795408,-1.70944,-1.562657,-1.394757,-1.21321,-0.91507,-0.479145,-0.28052,-0.103436,0.030831,0.133838,0.040756,0.883233,1.041469,0.943532,0.93395,0.930262,0.926253,0.998061,0.979596,0.986383,1.002674,0.560752,0.848236,0.553142,-0.082149,-0.411461,-0.76841,-1.166315,-1.433738,-1.608524,-1.69637,-1.78158,-1.793531,-1.773097,-1.779319,-1.772626,-1.76197,-1.774503,6.0
-1.552931,-1.549656,-1.552057,-1.55821,-1.556,-1.560552,-1.558123,-1.564798,-1.564139,-1.567314,-1.571852,-1.568364,-1.568842,-1.567426,-1.562474,-1.568662,-1.566433,-1.566299,-1.570642,-1.574744,-1.574353,-1.567221,-1.572529,-1.575976,-1.578268,-1.545165,-1.526436,-1.521245,-1.520695,-1.499246,-1.491429,-1.486956,-1.484919,-1.483978,-1.475678,-1.488334,-1.503923,-1.505595,-1.533068,-1.537648,-1.566256,-1.606203,-1.623195,-1.619392,-1.617299,-1.583414,-1.569695,-1.551877,-1.540894,-1.528651,-1.52388,1.0
