@relation NATOPS_channel_8

@attribute channel_8_0 numeric
@attribute channel_8_1 numeric
@attribute channel_8_2 numeric
@attribute channel_8_3 numeric
@attribute channel_8_4 numeric
@attribute channel_8_5 numeric
@attribute channel_8_6 numeric
@attribute channel_8_7 numeric
@attribute channel_8_8 numeric
@attribute channel_8_9 numeric
@attribute channel_8_10 numeric
@attribute channel_8_11 numeric
@attribute channel_8_12 numeric
@attribute channel_8_13 numeric
@attribute channel_8_14 numeric
@attribute channel_8_15 numeric
@attribute channel_8_16 numeric
@attribute channel_8_17 numeric
@attribute channel_8_18 numeric
@attribute channel_8_19 numeric
@attribute channel_8_20 numeric
@attribute channel_8_21 numeric
@attribute channel_8_22 numeric
@attribute channel_8_23 numeric
@attribute channel_8_24 numeric
@attribute channel_8_25 numeric
@attribute channel_8_26 numeric
@attribute channel_8_27 numeric
@attribute channel_8_28 numeric
@attribute channel_8_29 numeric
@attribute channel_8_30 numeric
@attribute channel_8_31 numeric
@attribute channel_8_32 numeric
@attribute channel_8_33 numeric
@attribute channel_8_34 numeric
@attribute channel_8_35 numeric
@attribute channel_8_36 numeric
@attribute channel_8_37 numeric
@attribute channel_8_38 numeric
@attribute channel_8_39 numeric
@attribute channel_8_40 numeric
@attribute channel_8_41 numeric
@attribute channel_8_42 numeric
@attribute channel_8_43 numeric
@attribute channel_8_44 numeric
@attribute channel_8_45 numeric
@attribute channel_8_46 numeric
@attribute channel_8_47 numeric
@attribute channel_8_48 numeric
@attribute channel_8_49 numeric
@attribute channel_8_50 numeric
@attribute classAttribute {1.0,2.0,3.0,4.0,5.0,6.0}

@data
-0.149604,-0.150012,-0.151608,-0.15235,-0.169575,-0.207009,-0.263083,-0.318625,-0.339046,-0.465226,-0.430005,-0.765126,-0.749286,-0.566712,-0.401578,-0.408228,-0.423964,-0.443909,-0.517505,-0.732529,-0.593025,-0.53899,-0.386924,-0.324548,-0.321709,-0.350244,-0.357314,-0.247507,-0.213427,-0.254642,-0.219971,-0.212158,-0.214205,-0.223456,-0.237232,-0.248969,-0.225334,-0.250861,-0.198271,-0.157733,-0.121151,-0.167367,-0.17859,-0.188206,-0.176391,-0.151265,-0.149752,-0.163843,-0.167192,-0.14948,-0.152398,4.0
-0.162021,-0.162178,-0.161562,-0.161616,-0.161632,-0.16089,-0.160717,-0.154857,-0.152765,-0.151864,-0.150058,-0.152762,-0.16177,-0.165749,-0.168387,-0.16399,-0.178498,-0.188845,-0.203554,-0.206098,-0.21005,-0.210979,-0.210915,-0.211034,-0.211935,-0.211847,-0.210745,-0.207296,-0.208025,-0.206182,-0.207087,-0.206721,-0.19953,-0.188801,-0.164363,-0.167598,-0.170288,-0.17603,-0.178049,-0.180769,-0.173461,-0.177714,-0.179588,-0.179747,-0.181748,-0.173544,-0.167847,-0.15909,-0.156384,-0.154926,-0.153674,3.0
-0.146066,-0.146171,-0.146548,-0.146613,-0.146823,-0.146994,-0.147,-0.147485,-0.149534,-0.153302,-0.161395,-0.173081,-0.180756,-0.183626,-0.187785,-0.189643,-0.191727,-0.193298,-0.195618,-0.196087,-0.195703,-0.195077,-0.191956,-0.18976,-0.187579,-0.186988,-0.185832,-0.180238,-0.163964,-0.145988,-0.140432,-0.140108,-0.141182,-0.142811,-0.143934,-0.147944,-0.148463,-0.148192,-0.14889,-0.151426,-0.154299,-0.156353,-0.157824,-0.159422,-0.160593,-0.161653,-0.163661,-0.163518,-0.163756,-0.164298,-0.165037,3.0
-0.132236,-0.132512,-0.129187,-0.128787,-0.127266,-0.137715,-0.145883,-0.162583,-0.223158,-0.331826,-0.539236,-0.587663,-0.302269,-0.76576,-0.670592,-0.616751,-0.781454,-0.644773,-0.7205,-0.750871,-0.757017,-0.745061,-0.578171,-0.570694,-0.42633,-0.445157,-0.274009,-0.385576,-0.434443,-0.434448,-0.405241,-0.377549,-0.219761,-0.157289,-0.151639,-0.118882,-0.100497,-0.099869,-0.100794,-0.084389,-0.132376,-0.155695,-0.170149,-0.145222,-0.134774,-0.155229,-0.148243,-0.148955,-0.150318,-0.147396,-0.150914,4.0
-0.269982,-0.269718,-0.269745,-0.270558,-0.269984,-0.271439,-0.271681,-0.270402,-0.270856,-0.271,-0.269232,-0.267506,-0.26724,-0.263215,-0.257123,-0.252006,-0.246781,-0.24208,-0.237105,-0.23603,-0.233249,-0.231057,-0.22899,-0.226219,-0.224961,-0.224532,-0.23323,-0.234827,-0.235292,-0.233066,-0.230879,-0.233938,-0.235998,-0.236508,-0.23735,-0.239704,-0.247341,-0.257071,-0.268313,-0.26776,-0.271999,-0.27107,-0.272335,-0.273186,-0.273613,-0.273925,-0.271116,-0.272523,-0.271146,-0.270345,-0.273293,3.0
-0.131772,-0.128951,-0.133405,-0.129724,-0.127812,-0.132968,-0.132808,-0.139499,-0.125656,-0.109373,-0.115956,-0.161848,-0.157686,-0.185721,-0.188332,-0.078967,-0.113449,-0.12755,-0.083412,-0.059077,-0.060323,-0.075589,-0.094742,-0.138255,-0.195346,-0.161694,-0.006078,-0.146473,-0.310816,-0.327352,-0.351975,-0.514686,-0.491698,-0.517129,-0.482071,-0.455622,-0.424331,-0.214752,-0.156957,-0.020852,-0.050378,-0.049062,-0.130452,-0.138343,-0.123982,-0.123841,-0.128474,-0.134568,-0.136366,-0.138497,-0.123235,5.0
-0.355687,-0.355521,-0.355221,-0.352447,-0.350348,-0.35277,-0.353647,-0.358977,-0.383944,-0.401975,-0.407154,-0.407126,-0.41767,-0.418661,-0.417673,-0.417104,-0.41422,-0.414997,-0.41576,-0.417072,-0.41768,-0.418674,-0.419572,-0.419249,-0.420254,-0.419114,-0.414879,-0.412573,-0.409418,-0.410166,-0.409578,-0.414325,-0.41355,-0.417129,-0.416799,-0.418017,-0.421055,-0.419985,-0.418154,-0.419559,-0.420291,-0.419172,-0.41693,-0.417203,-0.414593,-0.414103,-0.412636,-0.412147,-0.411217,-0.410917,-0.410034,1.0
-0.023627,-0.024661,-0.022982,-0.024368,-0.024016,-0.022713,-0.023494,-0.022901,-0.023122,-0.021225,-0.018233,-0.000372,0.043566,0.123728,0.145053,0.0981,0.044342,-0.285095,-0.167315,-0.422367,-0.342948,-0.362945,-0.322032,-0.360944,-0.319015,-0.340505,-0.183004,-0.198322,-0.213176,-0.214833,-0.225291,-0.201071,-0.031509,-0.087168,-0.045721,-0.201913,-0.026146,-0.022872,-0.002469,0.015534,0.014588,0.015659,0.017212,0.014992,0.014102,0.01355,0.016536,0.014593,0.015699,0.017074,0.017794,6.0
-0.190458,-0.188853,-0.18772,-0.185919,-0.184433,-0.186185,-0.189056,-0.188871,-0.186452,-0.186597,-0.189629,-0.193045,-0.206435,-0.216128,-0.218245,-0.219488,-0.212827,-0.205324,-0.20167,-0.205236,-0.205914,-0.206972,-0.205253,-0.203255,-0.204166,-0.204531,-0.204786,-0.199781,-0.201408,-0.193859,-0.188797,-0.191128,-0.186933,-0.177138,-0.17344,-0.174593,-0.173312,-0.172144,-0.173465,-0.177628,-0.182367,-0.184005,-0.185086,-0.185413,-0.186317,-0.18642,-0.186342,-0.188499,-0.189941,-0.191031,-0.191141,3.0
-0.003736,-0.005729,-0.004539,-0.0049,-0.008213,-0.008585,-0.004673,-0.001736,0.002352,0.007961,0.008396,0.011823,0.012157,0.010813,0.01173,0.008857,0.000674,-0.0096,-0.022023,-0.031591,-0.046074,-0.053597,-0.059013,-0.070183,-0.07321,-0.07851,-0.084668,-0.087497,-0.086409,-0.084931,-0.085096,-0.085047,-0.083393,-0.084097,-0.082198,-0.08196,-0.081232,-0.080994,-0.080562,-0.078928,-0.070829,-0.068014,-0.065289,-0.052806,-0.047161,-0.037395,-0.036876,-0.037104,-0.036161,-0.035365,-0.03622,2.0
