@relation NATOPS_channel_21

@attribute channel_21_0 numeric
@attribute channel_21_1 numeric
@attribute channel_21_2 numeric
@attribute channel_21_3 numeric
@attribute channel_21_4 numeric
@attribute channel_21_5 numeric
@attribute channel_21_6 numeric
@attribute channel_21_7 numeric
@attribute channel_21_8 numeric
@attribute channel_21_9 numeric
@attribute channel_21_10 numeric
@attribute channel_21_11 numeric
@attribute channel_21_12 numeric
@attribute channel_21_13 numeric
@attribute channel_21_14 numeric
@attribute channel_21_15 numeric
@attribute channel_21_16 numeric
@attribute channel_21_17 numeric
@attribute channel_21_18 numeric
@attribute channel_21_19 numeric
@attribute channel_21_20 numeric
@attribute channel_21_21 numeric
@attribute channel_21_22 numeric
@attribute channel_21_23 numeric
@attribute channel_21_24 numeric
@attribute channel_21_25 numeric
@attribute channel_21_26 numeric
@attribute channel_21_27 numeric
@attribute channel_21_28 numeric
@attribute channel_21_29 numeric
@attribute channel_21_30 numeric
@attribute channel_21_31 numeric
@attribute channel_21_32 numeric
@attribute channel_21_33 numeric
@attribute channel_21_34 numeric
@attribute channel_21_35 numeric
@attribute channel_21_36 numeric
@attribute channel_21_37 numeric
@attribute channel_21_38 numeric
@attribute channel_21_39 numeric
@attribute channel_21_40 numeric
@attribute channel_21_41 numeric
@attribute channel_21_42 numeric
@attribute channel_21_43 numeric
@attribute channel_21_44 numeric
@attribute channel_21_45 numeric
@attribute channel_21_46 numeric
@attribute channel_21_47 numeric
@attribute channel_21_48 numeric
@attribute channel_21_49 numeric
@attribute channel_21_50 numeric
@attribute classAttribute {1.0,2.0,3.0,4.0,5.0,6.0}

@data
0.619205,0.617045,0.624789,0.6341,0.680086,0.644423,0.688522,0.627196,0.501895,0.346545,0.155687,-0.063785,0.066728,0.1371,-0.3031,-0.293014,-0.420871,-0.329035,-0.332517,-0.414913,-0.407055,-0.486259,0.229361,0.51684,0.978982,1.535631,1.670329,1.768165,1.890503,1.935721,1.848502,1.839825,1.795886,1.986095,1.839558,1.811918,1.733091,1.588167,1.376045,1.177484,0.947067,0.623278,0.561562,0.489734,0.512017,0.534231,0.538949,0.508224,0.541325,0.559272,0.571569,4.0
0.618919,0.648665,0.618913,0.614933,0.624227,0.624869,0.617772,0.618085,0.651729,0.63196,0.64509,0.725728,0.815264,1.064269,1.229323,1.163881,1.375895,1.598398,1.78822,1.878864,1.946599,2.011744,2.006709,2.013007,1.97191,1.938959,1.938373,1.939631,1.918261,1.902718,1.848386,1.795219,1.745933,1.623107,1.568757,1.360913,1.171965,1.000971,0.856971,0.790748,0.675369,0.59092,0.512789,0.448961,0.43782,0.44473,0.444633,0.508731,0.455396,0.457002,0.456688,3.0
0.41764,0.417543,0.417055,0.415802,0.417234,0.415152,0.419536,0.464903,0.712067,0.988903,1.257181,1.595545,1.824456,1.972969,2.002253,2.023965,2.029856,2.011224,1.964036,1.950185,1.948352,1.958238,1.952038,1.959442,1.847843,1.818676,1.759471,1.52299,1.293939,1.024695,0.793994,0.473749,0.421334,0.420454,0.419948,0.415385,0.416855,0.416237,0.419213,0.417037,0.420432,0.417368,0.419476,0.423694,0.422648,0.421489,0.420014,0.419424,0.419545,0.419558,0.419541,3.0
0.439658,0.437954,0.433407,0.435473,0.438535,0.485341,0.715925,0.895109,1.129356,1.409857,1.438701,1.203272,0.885131,0.362297,0.020314,-0.387189,-0.593663,-0.588039,-0.620315,-0.656511,-0.668463,-0.403473,-0.578527,-0.614736,0.032741,0.200398,0.823055,1.435069,1.859152,1.99014,2.0514,2.068861,2.028051,1.936076,1.900373,1.958796,1.985907,1.945988,1.87445,1.867634,1.757875,1.653861,1.407291,1.109542,0.829629,0.640628,0.505435,0.537651,0.566757,0.506425,0.592521,4.0
0.634141,0.638523,0.640415,0.641575,0.624999,0.626132,0.631696,0.643621,0.851669,1.089692,1.377784,1.677879,1.88667,2.065308,2.129613,2.146299,2.173969,2.178514,2.166275,2.155817,2.140192,2.138124,2.135938,2.138574,2.136435,2.134715,2.103186,2.095623,2.081387,2.042579,1.902633,1.787066,1.600933,1.371023,1.051441,0.900881,0.726591,0.629519,0.605858,0.607729,0.607523,0.593316,0.591955,0.576626,0.574974,0.58829,0.607142,0.603992,0.615184,0.61639,0.607078,3.0
0.399113,0.394646,0.388917,0.39125,0.38714,0.389365,0.389559,0.412342,0.642755,0.84557,1.148305,1.478359,1.872949,2.024899,2.058362,1.931142,1.857509,1.844192,1.758298,1.74085,1.768914,1.788222,1.806155,1.695392,1.509172,1.175994,0.721174,0.195224,-0.295581,-0.49277,-0.505554,-0.557299,-0.513955,-0.492119,-0.495558,-0.519833,-0.602971,-0.501217,0.064408,-0.175754,-0.198772,0.172176,0.386564,0.617287,0.674976,0.692717,0.648016,0.502726,0.468399,0.453478,0.440901,5.0
0.567708,0.589339,0.580746,0.58282,0.615749,0.95588,1.401512,1.678557,1.880324,2.071478,1.963332,1.902237,1.669642,1.482137,1.23694,1.176528,0.988898,0.910869,0.825441,0.868901,0.978488,1.047798,1.33265,1.36604,1.684183,1.739681,1.818102,1.822673,1.696787,1.51164,1.317455,1.139622,1.013736,0.905967,0.803352,0.678974,0.678764,0.662843,0.654094,0.660681,0.66136,0.666981,0.653051,0.652106,0.658308,0.65612,0.652261,0.650332,0.634315,0.639449,0.639242,1.0
0.642464,0.644635,0.645076,0.644755,0.63593,0.646863,0.654872,0.631056,0.644525,0.631536,0.655393,0.700971,0.835204,0.965752,1.209082,1.274795,1.199818,0.987634,0.843839,0.662787,0.290082,0.101539,0.038621,0.058267,0.197756,0.189004,0.20926,0.125327,0.095374,0.158859,0.031718,-0.061848,-0.170693,-0.113328,0.014648,0.198985,0.349563,0.369136,0.395776,0.413507,0.417339,0.41519,0.403371,0.394983,0.391909,0.393047,0.391571,0.393241,0.38933,0.388981,0.389756,6.0
0.618103,0.609905,0.615144,0.614015,0.611357,0.618272,0.623526,0.621639,0.653435,0.895159,1.225961,1.491474,1.716758,1.889885,1.98412,2.057907,2.073649,2.072623,2.073487,2.06534,2.066033,2.062803,2.0581,2.05552,2.063454,2.061158,2.061977,2.078757,2.087145,2.076108,1.985087,1.873671,1.866572,1.522462,1.278213,1.141941,0.971826,0.766568,0.764096,0.835367,0.841843,0.825818,0.843275,0.836368,0.849224,0.800536,0.846254,0.863958,0.851458,0.779866,0.860347,3.0
0.635515,0.617597,0.62719,0.618518,0.642529,0.63968,0.641835,0.637262,0.62249,0.615208,0.644958,0.63535,0.588065,0.652226,0.627013,0.684824,0.713182,0.819945,1.190852,1.445765,1.790742,1.949961,2.0256,1.948374,1.978207,1.876955,1.847058,1.823741,1.832893,1.835052,1.848714,1.83482,1.875582,1.941883,1.978226,1.988483,1.98005,1.9526,1.900234,1.718455,1.562884,1.320983,1.075982,0.809235,0.46422,0.440901,0.427478,0.426121,0.441567,0.427439,0.426328,2.0
