@relation NATOPS_channel_11

@attribute channel_11_0 numeric
@attribute channel_11_1 numeric
@attribute channel_11_2 numeric
@attribute channel_11_3 numeric
@attribute channel_11_4 numeric
@attribute channel_11_5 numeric
@attribute channel_11_6 numeric
@attribute channel_11_7 numeric
@attribute channel_11_8 numeric
@attribute channel_11_9 numeric
@attribute channel_11_10 numeric
@attribute channel_11_11 numeric
@attribute channel_11_12 numeric
@attribute channel_11_13 numeric
@attribute channel_11_14 numeric
@attribute channel_11_15 numeric
@attribute channel_11_16 numeric
@attribute channel_11_17 numeric
@attribute channel_11_18 numeric
@attribute channel_11_19 numeric
@attribute channel_11_20 numeric
@attribute channel_11_21 numeric
@attribute channel_11_22 numeric
@attribute channel_11_23 numeric
@attribute channel_11_24 numeric
@attribute channel_11_25 numeric
@attribute channel_11_26 numeric
@attribute channel_11_27 numeric
@attribute channel_11_28 numeric
@attribute channel_11_29 numeric
@attribute channel_11_30 numeric
@attribute channel_11_31 numeric
@attribute channel_11_32 numeric
@attribute channel_11_33 numeric
@attribute channel_11_34 numeric
@attribute channel_11_35 numeric
@attribute channel_11_36 numeric
@attribute channel_11_37 numeric
@attribute channel_11_38 numeric
@attribute channel_11_39 numeric
@attribute channel_11_40 numeric
@attribute channel_11_41 numeric
@attribute channel_11_42 numeric
@attribute channel_11_43 numeric
@attribute channel_11_44 numeric
@attribute channel_11_45 numeric
@attribute channel_11_46 numeric
@attribute channel_11_47 numeric
@attribute channel_11_48 numeric
@attribute channel_11_49 numeric
@attribute channel_11_50 numeric
@attribute classAttribute {1.0,2.0,3.0,4.0,5.0,6.0}

@data
-0.28614,-0.285675,-0.285412,-0.285793,-0.290546,-0.303692,-0.308081,-0.309106,-0.314351,-0.407735,-0.467278,-0.548631,-0.566001,-0.482589,-0.523161,-0.548248,-0.551154,-0.550688,-0.551833,-0.551368,-0.535196,-0.473944,-0.373787,-0.189166,-0.019905,0.072173,0.151771,0.149737,0.176773,0.212438,0.236175,0.254837,0.265465,0.260113,0.254883,0.232989,0.191254,0.135562,0.062545,-0.062058,-0.144578,-0.276583,-0.308154,-0.341492,-0.342179,-0.335967,-0.330216,-0.330609,-0.331849,-0.327494,-0.327047,4.0
-0.095969,-0.09566,-0.095565,-0.09559,-0.095707,-0.09502,-0.095279,-0.095719,-0.095326,-0.095666,-0.094883,-0.093205,-0.083452,-0.052076,-0.042702,-0.026727,0.00176,0.043051,0.068326,0.080381,0.085363,0.087538,0.086811,0.082182,0.078757,0.076533,0.073831,0.072246,0.070646,0.071466,0.069508,0.057106,0.047882,0.040077,0.023564,0.009706,-0.008262,-0.019183,-0.029265,-0.030555,-0.028815,-0.03396,-0.039145,-0.041798,-0.045233,-0.043923,-0.046599,-0.046138,-0.046878,-0.046883,-0.047398,3.0
-0.073817,-0.073942,-0.074299,-0.074265,-0.074334,-0.07439,-0.073276,-0.06253,-0.040082,-0.044688,-0.040183,-0.044971,-0.031912,-0.030756,-0.005731,0.005771,0.012791,0.019143,0.019993,0.018265,0.014992,0.009969,-0.003119,-0.023352,-0.048109,-0.07975,-0.106021,-0.135099,-0.142185,-0.141866,-0.136626,-0.153243,-0.15573,-0.149892,-0.139903,-0.132204,-0.1303,-0.124564,-0.12045,-0.114928,-0.113697,-0.112864,-0.112077,-0.111384,-0.111019,-0.110817,-0.105106,-0.1045,-0.10432,-0.104639,-0.104855,3.0
-0.276138,-0.276571,-0.274862,-0.274858,-0.273972,-0.290762,-0.288546,-0.274553,-0.288794,-0.344242,-0.369502,-0.386884,-0.500678,-0.536491,-0.433388,-0.443672,-0.560427,-0.370056,-0.353897,-0.379932,-0.385568,-0.390808,-0.444655,-0.422251,-0.311035,-0.168756,0.081089,0.122828,0.146627,0.178449,0.162045,0.156094,0.163547,0.188207,0.193092,0.200362,0.208493,0.203362,0.204326,0.193636,0.148496,0.112122,0.05731,-0.067526,-0.1346,-0.25288,-0.281054,-0.29105,-0.29456,-0.288968,-0.286779,4.0
-0.160594,-0.159507,-0.158997,-0.159018,-0.159522,-0.159982,-0.158683,-0.156339,-0.160019,-0.159851,-0.17312,-0.166851,-0.166164,-0.171994,-0.183613,-0.172025,-0.170437,-0.17653,-0.177235,-0.179322,-0.185923,-0.193907,-0.198026,-0.199862,-0.20187,-0.202227,-0.212428,-0.217728,-0.233209,-0.251457,-0.228234,-0.274687,-0.284775,-0.232849,-0.226736,-0.22898,-0.224945,-0.216352,-0.217951,-0.212511,-0.213926,-0.210098,-0.21113,-0.211035,-0.210558,-0.2103,-0.206693,-0.208383,-0.207706,-0.206709,-0.210244,3.0
-0.275121,-0.272641,-0.276568,-0.271309,-0.269929,-0.273865,-0.268737,-0.278632,-0.276299,-0.225718,-0.1627,-0.075404,-0.034332,0.00059,0.016036,0.050231,0.068465,0.090922,0.105597,0.119183,0.118449,0.107944,0.095531,0.075681,0.086771,0.060953,-0.068858,-0.224123,-0.369599,-0.324183,-0.31873,-0.271572,-0.307673,-0.368187,-0.373926,-0.368015,-0.349941,-0.321326,-0.330248,-0.335448,-0.284518,-0.14382,-0.164931,-0.207979,-0.221683,-0.221199,-0.216729,-0.218262,-0.223168,-0.233615,-0.238861,5.0
0.049452,0.059125,0.129621,0.046829,0.049571,0.062562,0.154757,0.290973,0.335833,0.368746,0.380699,0.395771,0.335166,0.329823,0.334276,0.326977,0.310467,0.311271,0.303841,0.304918,0.296729,0.298236,0.312935,0.312136,0.298533,0.323802,0.331428,0.320731,0.247013,0.198425,0.197708,-0.037693,-0.032083,-0.078536,-0.134502,-0.13642,-0.132362,-0.133945,-0.131849,-0.121222,-0.120789,-0.121716,-0.169222,-0.180047,-0.187447,-0.192183,-0.193964,-0.194436,-0.198232,-0.199414,-0.199562,1.0
-0.268088,-0.2699,-0.268638,-0.270806,-0.270594,-0.271391,-0.272842,-0.271618,-0.272571,-0.268931,-0.268066,-0.245143,-0.217019,-0.209159,-0.253709,-0.336213,-0.564993,-0.775435,-0.70672,-0.754272,-0.797903,-0.839321,-0.827251,-0.732433,-0.802393,-0.80483,-0.81765,-0.801171,-0.809813,-0.814311,-0.804837,-0.796202,-0.832206,-0.776102,-0.475802,-0.511588,-0.319562,-0.302986,-0.265248,-0.247166,-0.240185,-0.239368,-0.241026,-0.242874,-0.24406,-0.245627,-0.246378,-0.250527,-0.250609,-0.249282,-0.248246,6.0
-0.160822,-0.161361,-0.162647,-0.16247,-0.162948,-0.165014,-0.167539,-0.16708,-0.163936,-0.163759,-0.157109,-0.163313,-0.244151,-0.238314,-0.260495,-0.26613,-0.254508,-0.241605,-0.235169,-0.233285,-0.231484,-0.230428,-0.229429,-0.230312,-0.232025,-0.233805,-0.234844,-0.23185,-0.234089,-0.228734,-0.237548,-0.286274,-0.296076,-0.294331,-0.244354,-0.230481,-0.229958,-0.228595,-0.22128,-0.21737,-0.214096,-0.208556,-0.205258,-0.203498,-0.202945,-0.202325,-0.201403,-0.202275,-0.202773,-0.203114,-0.202337,3.0
-0.283245,-0.287739,-0.285695,-0.285861,-0.292863,-0.293683,-0.292438,-0.296832,-0.298833,-0.295027,-0.298124,-0.294317,-0.297402,-0.298878,-0.298611,-0.296577,-0.284803,-0.271922,-0.266593,-0.262266,-0.250569,-0.238115,-0.221686,-0.206801,-0.193279,-0.190853,-0.18922,-0.190929,-0.195683,-0.199193,-0.201222,-0.202337,-0.20612,-0.21847,-0.225778,-0.236222,-0.258487,-0.285918,-0.299437,-0.304045,-0.305202,-0.298243,-0.29078,-0.269789,-0.273549,-0.27077,-0.27121,-0.270205,-0.268942,-0.267892,-0.27064,2.0
-0.343648,-0.34362,-0.343546,-0.343552,-0.343407,-0.343597,-0.343553,-0.343946,-0.344079,-0.344355,-0.344148,-0.343631,-0.342331,-0.347689,-0.418092,-0.441992,-0.503169,-0.594246,-0.657431,-0.700642,-0.715703,-0.72112,-0.713928,-0.778919,-0.837282,-0.824168,-0.823516,-0.80255,-0.802042,-0.808148,-0.834433,-0.835558,-0.836702,-0.801636,-0.922042,-0.832462,-0.75294,-0.63451,-0.522052,-0.396533,-0.336184,-0.300983,-0.299594,-0.286088,-0.282513,-0.27776,-0.277452,-0.278454,-0.278885,-0.279328,-0.278892,6.0
-0.013982,-0.014206,-0.017597,-0.023328,-0.024779,-0.023949,-0.023798,-0.023383,-0.023818,-0.023393,-0.021478,-0.021708,-0.02187,-0.02368,-0.02598,-0.025608,-0.025078,-0.023732,-0.022241,-0.018496,-0.014676,-0.013222,-0.004581,0.002996,0.023737,0.068729,0.116844,0.133777,0.157552,0.18844,0.220184,0.217659,0.222531,0.224563,0.221666,0.235899,0.245436,0.265064,0.296935,0.316603,0.321606,0.341478,0.365238,0.368656,0.366911,0.348588,0.334984,0.328527,0.320669,0.30213,0.29275,1.0
-0.157095,-0.159191,-0.157128,-0.160555,-0.159027,-0.157998,-0.157196,-0.157465,-0.165791,-0.180237,-0.19007,-0.249377,-0.247449,-0.309692,-0.33457,-0.358186,-0.377572,-0.395693,-0.457365,-0.596864,-0.707271,-0.772048,-0.554516,-0.497405,-0.577737,-0.696331,-0.687792,-0.683678,-0.686501,-0.682515,-0.521807,-0.428212,-0.738317,-0.589211,-0.515469,-0.345953,-0.327397,-0.283297,-0.227081,-0.195901,-0.161648,-0.140154,-0.128416,-0.119729,-0.117119,-0.134107,-0.143582,-0.147645,-0.137945,-0.143811,-0.154043,4.0
-0.267628,-0.264662,-0.265407,-0.264828,-0.263242,-0.263604,-0.262546,-0.263626,-0.264075,-0.262458,-0.261424,-0.260654,-0.262031,-0.263436,-0.264233,-0.262617,-0.253476,-0.211494,-0.190021,-0.172933,-0.192442,-0.230692,-0.345138,-0.441555,-0.481052,-0.488357,-0.590715,-0.583089,-0.795455,-0.770633,-0.740513,-0.735127,-0.727892,-0.727282,-0.719414,-0.670742,-0.683534,-0.670769,-0.679264,-0.736755,-0.720648,-0.464787,-0.363043,-0.28531,-0.227111,-0.164837,-0.065923,-0.092098,-0.14887,-0.183781,-0.217962,6.0
0.202023,0.201612,0.20152,0.200864,0.216676,0.211785,0.209349,0.207922,0.206131,0.21524,0.210463,0.242071,0.17984,0.186503,0.279289,0.450789,0.551034,0.575032,0.611364,0.677908,0.666527,0.659887,0.647112,0.655075,0.616259,0.593459,0.562673,0.555373,0.552328,0.544991,0.531972,0.524994,0.524297,0.507716,0.502791,0.487322,0.461366,0.43296,0.411872,0.370825,0.335765,0.298341,0.227043,0.157208,0.149047,0.145057,0.141997,0.139412,0.136843,0.133256,0.132334,3.0
-0.312804,-0.311759,-0.311371,-0.310798,-0.310609,-0.310582,-0.309789,-0.309211,-0.308614,-0.307274,-0.306309,-0.306031,-0.305374,-0.304469,-0.304395,-0.304152,-0.304081,-0.305344,-0.305321,-0.301602,-0.303033,-0.317722,-0.310613,-0.308777,-0.307614,-0.263822,-0.240935,-0.219538,-0.201559,-0.173617,-0.17713,-0.17703,-0.177004,-0.180667,-0.181803,-0.183375,-0.191233,-0.199939,-0.224383,-0.238749,-0.252501,-0.264494,-0.27052,-0.284458,-0.286933,-0.278328,-0.276462,-0.272366,-0.261283,-0.243264,-0.234885,2.0
-0.260117,-0.260328,-0.259628,-0.258472,-0.25757,-0.257078,-0.257174,-0.256523,-0.255862,-0.255388,-0.255402,-0.255386,-0.255805,-0.25598,-0.255866,-0.255482,-0.25591,-0.255634,-0.255244,-0.250578,-0.239235,-0.247255,-0.242035,-0.230887,-0.240813,-0.184955,-0.181553,-0.162037,-0.15721,-0.148009,-0.145291,-0.146435,-0.148902,-0.150593,-0.161288,-0.174473,-0.190892,-0.203808,-0.216099,-0.249131,-0.281338,-0.302566,-0.30439,-0.307812,-0.300897,-0.271799,-0.265049,-0.243296,-0.21513,-0.201803,-0.198379,3.0
-0.08832,-0.090717,-0.090467,-0.08948,-0.088934,-0.089577,-0.089318,-0.089298,-0.089799,-0.087478,-0.085559,-0.066077,-0.014832,0.006697,0.023211,0.040749,0.057726,0.080853,0.084789,0.085957,0.089536,0.09276,0.084097,0.08275,0.078624,0.071892,0.070876,0.058987,0.038133,0.001868,-0.009712,-0.021683,-0.027775,-0.030948,-0.056555,-0.07357,-0.091397,-0.091868,-0.092144,-0.093213,-0.093494,-0.093246,-0.092816,-0.09633,-0.095146,-0.0948,-0.093608,-0.092353,-0.091675,-0.091012,-0.090337,2.0
0.027342,0.026749,0.026886,0.026962,0.026831,0.027247,0.027767,0.032847,0.053378,0.079446,0.11516,0.157914,0.196871,0.222199,0.236603,0.252272,0.267266,0.27805,0.277674,0.277141,0.274134,0.274726,0.273243,0.267775,0.26319,0.259677,0.250564,0.237484,0.227784,0.215566,0.194201,0.175098,0.143564,0.12981,0.109362,0.090122,0.07695,0.072877,0.069758,0.065563,0.059055,0.051736,0.045107,0.036873,0.033349,0.030485,0.029558,0.029815,0.031283,0.032216,0.033303,2.0
-0.069099,-0.068214,-0.067525,-0.06706,-0.066149,-0.06694,-0.071752,-0.085474,-0.101156,-0.180988,-0.325761,-0.495173,-0.646876,-0.679658,-0.685214,-0.677479,-0.674808,-0.665915,-0.678141,-0.730233,-0.732837,-0.733963,-0.734714,-0.735343,-0.736055,-0.736863,-0.738799,-0.746357,-0.746071,-0.717568,-0.642287,-0.525438,-0.243074,-0.219169,-0.205726,-0.171031,-0.120067,-0.08895,-0.050016,-0.040204,-0.0416,-0.051322,-0.068667,-0.070164,-0.081474,-0.079236,-0.077427,-0.079071,-0.079741,-0.086957,-0.085567,6.0
0.267524,0.268288,0.269608,0.27135,0.271769,0.273628,0.273676,0.272311,0.275046,0.283514,0.268856,0.228679,0.262134,0.100185,0.08702,0.03043,0.158283,0.102658,0.080614,0.103594,0.104892,0.105382,0.103311,0.106567,0.130453,0.115453,0.174718,0.161339,0.279782,0.504333,0.514791,0.524431,0.528323,0.527214,0.52975,0.535286,0.534334,0.537623,0.542115,0.551176,0.554076,0.556601,0.566957,0.575722,0.566047,0.522685,0.452222,0.444956,0.384508,0.339642,0.257171,4.0
0.27655,0.277004,0.277442,0.277537,0.275535,0.275845,0.277081,0.276866,0.27708,0.279514,0.281067,0.288134,0.33634,0.415269,0.572143,0.687951,0.742882,0.767031,0.767981,0.692233,0.67781,0.661579,0.649939,0.644896,0.638637,0.631692,0.62884,0.621308,0.616565,0.619495,0.615998,0.610596,0.591376,0.55486,0.515715,0.466756,0.408953,0.331975,0.27667,0.17311,0.17209,0.176076,0.184749,0.179782,0.185625,0.183601,0.183352,0.209933,0.19323,0.213946,0.218613,3.0
-0.174716,-0.173715,-0.174103,-0.174499,-0.174139,-0.174166,-0.175142,-0.175085,-0.175919,-0.176504,-0.176454,-0.177095,-0.177449,-0.177755,-0.16576,-0.149766,-0.140154,-0.115683,-0.080956,-0.064449,-0.05671,-0.019716,0.037014,0.108291,0.188754,0.218208,0.246111,0.262167,0.25352,0.213585,0.129738,0.004047,-0.184405,-0.368109,-0.566538,-0.821918,-0.802024,-0.744568,-0.594899,-0.650306,-0.641318,-0.721256,-0.627614,-0.569116,-0.712166,-0.630099,-0.568792,-0.458225,-0.315731,-0.262785,-0.232775,5.0
-0.34159,-0.341486,-0.34097,-0.341818,-0.343109,-0.346135,-0.352137,-0.359782,-0.382463,-0.44336,-0.473767,-0.503983,-0.591007,-0.700555,-0.776767,-0.8239,-0.854933,-0.951866,-0.967058,-0.977371,-0.981391,-1.196506,-1.22384,-1.221282,-1.21644,-1.21536,-0.543115,-0.872969,-0.674067,-0.688671,-0.456207,-0.455576,-0.449449,-0.445295,-0.423032,-0.399532,-0.380785,-0.377967,-0.377652,-0.391117,-0.425266,-0.395859,-0.398702,-0.473595,-0.411882,-0.392393,-0.386549,-0.38121,-0.376047,-0.370255,-0.364009,4.0
