@relation NATOPS_channel_16

@attribute channel_16_0 numeric
@attribute channel_16_1 numeric
@attribute channel_16_2 numeric
@attribute channel_16_3 numeric
@attribute channel_16_4 numeric
@attribute channel_16_5 numeric
@attribute channel_16_6 numeric
@attribute channel_16_7 numeric
@attribute channel_16_8 numeric
@attribute channel_16_9 numeric
@attribute channel_16_10 numeric
@attribute channel_16_11 numeric
@attribute channel_16_12 numeric
@attribute channel_16_13 numeric
@attribute channel_16_14 numeric
@attribute channel_16_15 numeric
@attribute channel_16_16 numeric
@attribute channel_16_17 numeric
@attribute channel_16_18 numeric
@attribute channel_16_19 numeric
@attribute channel_16_20 numeric
@attribute channel_16_21 numeric
@attribute channel_16_22 numeric
@attribute channel_16_23 numeric
@attribute channel_16_24 numeric
@attribute channel_16_25 numeric
@attribute channel_16_26 numeric
@attribute channel_16_27 numeric
@attribute channel_16_28 numeric
@attribute channel_16_29 numeric
@attribute channel_16_30 numeric
@attribute channel_16_31 numeric
@attribute channel_16_32 numeric
@attribute channel_16_33 numeric
@attribute channel_16_34 numeric
@attribute channel_16_35 numeric
@attribute channel_16_36 numeric
@attribute channel_16_37 numeric
@attribute channel_16_38 numeric
@attribute channel_16_39 numeric
@attribute channel_16_40 numeric
@attribute channel_16_41 numeric
@attribute channel_16_42 numeric
@attribute channel_16_43 numeric
@attribute channel_16_44 numeric
@attribute channel_16_45 numeric
@attribute channel_16_46 numeric
@attribute channel_16_47 numeric
@attribute channel_16_48 numeric
@attribute channel_16_49 numeric
@attribute channel_16_50 numeric
@attribute classAttribute {1.0,2.0,3.0,4.0,5.0,6.0}

@data
-1.534954,-1.532795,-1.532478,-1.535441,-1.482552,-1.428929,-1.397019,-1.059375,-0.718984,-0.415134,-0.148361,0.115226,0.108507,-0.122314,-0.506998,-0.496127,-0.479224,-0.47287,-0.466836,-0.397293,-0.290681,0.029542,0.115595,0.298246,0.320454,0.300218,0.250264,0.130126,0.198162,0.196465,0.165862,0.148247,0.125006,0.033322,-0.114419,-0.361103,-0.702103,-0.94904,-1.121855,-1.340587,-1.466719,-1.526564,-1.524839,-1.538907,-1.488929,-1.570962,-1.501208,-1.509975,-1.469024,-1.499101,-1.488183,4.0
-1.271334,-1.27151,-1.271783,-1.271894,-1.272,-1.272074,-1.27193,-1.271568,-1.271166,-1.270466,-1.268885,-1.265776,-1.250214,-1.215352,-1.164064,-1.043775,-0.917512,-0.605013,-0.390821,-0.234834,-0.024051,0.038455,0.090943,0.136901,0.142487,0.143172,0.132757,0.117081,0.069435,-0.006758,-0.101223,-0.262923,-0.457143,-0.645539,-0.862074,-0.984927,-1.104285,-1.188777,-1.2147,-1.233179,-1.23782,-1.258323,-1.378663,-1.376197,-1.38227,-1.238203,-1.241242,-1.231986,-1.23078,-1.229811,-1.228895,3.0
-1.406456,-1.405322,-1.403774,-1.403396,-1.403092,-1.403024,-1.405699,-1.40196,-1.330548,-1.208783,-1.008288,-0.786271,-0.511626,-0.285973,0.007989,0.140972,0.27467,0.339616,0.35642,0.353743,0.344239,0.328913,0.278675,0.159595,-0.015065,-0.229271,-0.447774,-0.843352,-1.071125,-1.228735,-1.353093,-1.465711,-1.531789,-1.538475,-1.530305,-1.519548,-1.515764,-1.522468,-1.523161,-1.51732,-1.5151,-1.508563,-1.50353,-1.4998,-1.498841,-1.496095,-1.504129,-1.506725,-1.505631,-1.502209,-1.500903,3.0
-1.504254,-1.492147,-1.428082,-1.462378,-1.464786,-1.58575,-1.58358,-1.612973,-1.565992,-1.257839,-0.985642,-0.653851,-0.43952,-0.004804,-0.110847,-0.267258,-0.454879,-0.561685,-0.547611,-0.480066,-0.443668,-0.491293,-0.429039,-0.339177,-0.09926,0.199626,-0.02747,-0.065558,-0.174651,-0.174861,-0.141904,-0.105458,-0.060739,-0.044583,-0.024784,0.003764,0.001258,-0.000421,-0.055898,-0.219222,-0.489448,-0.770058,-1.104184,-1.354972,-1.462065,-1.61928,-1.573876,-1.552602,-1.527514,-1.690399,-1.536913,4.0
-1.801784,-1.810285,-1.815345,-1.82342,-1.802428,-1.809745,-1.820056,-1.839433,-1.708226,-1.635758,-1.370807,-1.013329,-0.740557,-0.384098,-0.210021,-0.097678,-0.01114,0.046811,0.133423,0.139169,0.138426,0.129262,0.126067,0.12432,0.122724,0.106731,0.082627,0.027168,-0.107069,-0.298833,-0.552206,-0.833396,-1.091401,-1.377123,-1.575207,-1.696262,-1.763347,-1.807604,-1.777537,-1.752873,-1.750632,-1.762637,-1.759517,-1.762185,-1.757302,-1.782053,-1.80715,-1.807192,-1.817267,-1.819836,-1.814498,3.0
-1.5172,-1.559307,-1.568566,-1.544296,-1.554966,-1.55396,-1.535955,-1.565458,-1.668528,-1.614287,-1.587344,-1.465644,-1.142715,-0.832419,-0.51366,-0.169598,-0.031623,0.170062,0.138261,0.175599,0.176312,0.1284,0.01745,-0.077838,-0.142191,-0.142148,-0.085514,0.006379,-0.469027,-0.511789,-0.619287,-0.622439,-0.512212,-0.568151,-0.563816,-0.549373,-0.559699,-0.421412,-0.263138,-0.640219,-0.724298,-0.937576,-1.220233,-1.435372,-1.464829,-1.504502,-1.56481,-1.652936,-1.5406,-1.555267,-1.563518,5.0
-1.78265,-1.818799,-1.967315,-1.782749,-1.785699,-1.797883,-1.766494,-1.416295,-1.101759,-0.69194,-0.365911,0.032716,0.373064,0.617389,0.577063,0.943214,0.975861,1.002029,0.985517,0.997188,0.991148,0.950832,0.826462,0.71504,0.344739,-0.031831,-0.445415,-0.781305,-1.178179,-1.362099,-1.574902,-1.681164,-1.769015,-1.808278,-1.762434,-1.802999,-1.717989,-1.805601,-1.781501,-1.790525,-1.809607,-1.818245,-1.793277,-1.811829,-1.807599,-1.812507,-1.80468,-1.775346,-1.775391,-1.775997,-1.759883,1.0
-1.434484,-1.444216,-1.443583,-1.441971,-1.439501,-1.439641,-1.442229,-1.433839,-1.443334,-1.424738,-1.421055,-1.398354,-1.289343,-1.109986,-0.896153,-0.597032,0.015164,0.508899,0.57776,0.856083,0.766841,0.835668,0.831615,1.19992,0.92312,1.063646,1.081282,0.898094,1.062542,0.905241,0.800544,0.567175,0.3894,-0.221005,-0.839911,-1.259641,-1.31617,-1.435855,-1.4069,-1.347241,-1.349436,-1.34991,-1.397974,-1.39841,-1.390316,-1.390275,-1.390559,-1.394601,-1.392125,-1.391053,-1.397011,6.0
-1.663234,-1.663797,-1.619141,-1.61413,-1.635541,-1.647205,-1.610996,-1.613661,-1.610287,-1.696466,-1.531429,-1.251586,-0.938384,-0.690389,-0.438892,-0.237077,-0.059322,0.059733,0.197445,0.25342,0.288562,0.306633,0.308102,0.307696,0.302992,0.296695,0.290503,0.28669,0.270793,0.203208,-0.097077,-0.44064,-0.701895,-1.057852,-1.361221,-1.542827,-1.505582,-1.678582,-1.634016,-1.613359,-1.630461,-1.617274,-1.60833,-1.61021,-1.606655,-1.65935,-1.656698,-1.646414,-1.700075,-1.717397,-1.658096,3.0
-1.311037,-1.318639,-1.3086,-1.300154,-1.316289,-1.31425,-1.319844,-1.329804,-1.339783,-1.332929,-1.33681,-1.326263,-1.338998,-1.341663,-1.348944,-1.347686,-1.321328,-1.309549,-1.229074,-1.064948,-0.720206,-0.427749,-0.149078,0.113136,0.331939,0.45071,0.522573,0.531735,0.533533,0.534195,0.529108,0.51877,0.519708,0.49112,0.352571,0.195021,0.029468,-0.182619,-0.419602,-0.656832,-0.893577,-1.086936,-1.236902,-1.257171,-1.284107,-1.354275,-1.339198,-1.337399,-1.338413,-1.278221,-1.290515,2.0
