@relation NATOPS_channel_2

@attribute channel_2_0 numeric
@attribute channel_2_1 numeric
@attribute channel_2_2 numeric
@attribute channel_2_3 numeric
@attribute channel_2_4 numeric
@attribute channel_2_5 numeric
@attribute channel_2_6 numeric
@attribute channel_2_7 numeric
@attribute channel_2_8 numeric
@attribute channel_2_9 numeric
@attribute channel_2_10 numeric
@attribute channel_2_11 numeric
@attribute channel_2_12 numeric
@attribute channel_2_13 numeric
@attribute channel_2_14 numeric
@attribute channel_2_15 numeric
@attribute channel_2_16 numeric
@attribute channel_2_17 numeric
@attribute channel_2_18 numeric
@attribute channel_2_19 numeric
@attribute channel_2_20 numeric
@attribute channel_2_21 numeric
@attribute channel_2_22 numeric
@attribute channel_2_23 numeric
@attribute channel_2_24 numeric
@attribute channel_2_25 numeric
@attribute channel_2_26 numeric
@attribute channel_2_27 numeric
@attribute channel_2_28 numeric
@attribute channel_2_29 numeric
@attribute channel_2_30 numeric
@attribute channel_2_31 numeric
@attribute channel_2_32 numeric
@attribute channel_2_33 numeric
@attribute channel_2_34 numeric
@attribute channel_2_35 numeric
@attribute channel_2_36 numeric
@attribute channel_2_37 numeric
@attribute channel_2_38 numeric
@attribute channel_2_39 numeric
@attribute channel_2_40 numeric
@attribute channel_2_41 numeric
@attribute channel_2_42 numeric
@attribute channel_2_43 numeric
@attribute channel_2_44 numeric
@attribute channel_2_45 numeric
@attribute channel_2_46 numeric
@attribute channel_2_47 numeric
@attribute channel_2_48 numeric
@attribute channel_2_49 numeric
@attribute channel_2_50 numeric
@attribute classAttribute {1.0,2.0,3.0,4.0,5.0,6.0}

@data
-0.846321,-0.846325,-0.839571,-0.848031,-0.8855,-1.002093,-1.227122,-1.452898,-1.603039,-1.678848,-1.688274,-1.356675,-0.699367,-0.378241,-0.417872,-0.425954,-0.401918,-0.376071,-0.438593,-0.250388,-0.452534,-0.685466,-0.891882,-1.170822,-1.417568,-1.532446,-1.325571,-1.148472,-0.975525,-0.824918,-0.70467,-0.680691,-0.639966,-0.653525,-0.677719,-0.70048,-0.80396,-0.756572,-0.739488,-0.673516,-0.675284,-0.734147,-0.73716,-0.750605,-0.727674,-0.726221,-0.749053,-0.776479,-0.60374,-0.763048,-0.793202,4.0
-0.809446,-0.80942,-0.812398,-0.807165,-0.810336,-0.808593,-0.81101,-0.810708,-0.810815,-0.813824,-0.815425,-0.818611,-0.821851,-0.821689,-0.82469,-0.822868,-0.826124,-0.805734,-0.8096,-0.803328,-0.810895,-0.811801,-0.80593,-0.801972,-0.803348,-0.80599,-0.806073,-0.803885,-0.795095,-0.789268,-0.80028,-0.80086,-0.797792,-0.801138,-0.802062,-0.795446,-0.795595,-0.808689,-0.809122,-0.814674,-0.80373,-0.819698,-0.817797,-0.795871,-0.797877,-0.779405,-0.784309,-0.771601,-0.766209,-0.764902,-0.765835,3.0
-0.648786,-0.652443,-0.652419,-0.656351,-0.650735,-0.65333,-0.652469,-0.65565,-0.662276,-0.662646,-0.664512,-0.677085,-0.68765,-0.684187,-0.681622,-0.686955,-0.686509,-0.682457,-0.692193,-0.697997,-0.697335,-0.689836,-0.690342,-0.677509,-0.698691,-0.698708,-0.705824,-0.70028,-0.689201,-0.67783,-0.684918,-0.692251,-0.694105,-0.693476,-0.693099,-0.679052,-0.684197,-0.686201,-0.690551,-0.694558,-0.698361,-0.696326,-0.699437,-0.69664,-0.693611,-0.694803,-0.690829,-0.693614,-0.691962,-0.690788,-0.696191,3.0
-0.748957,-0.738257,-0.728709,-0.729713,-0.724643,-0.708067,-0.674691,-0.729166,-0.874399,-1.3319,-1.561404,-1.849561,-2.132663,-1.748525,-1.385811,-0.935656,-0.538554,-0.166851,-0.138258,-0.07281,-0.057076,-0.089802,-0.300023,-0.498477,-0.99211,-1.378456,-1.483197,-1.686477,-1.475617,-1.218603,-1.004825,-0.825345,-0.693708,-0.577432,-0.519137,-0.481548,-0.432889,-0.408299,-0.4422,-0.507907,-0.489575,-0.642401,-0.646914,-0.618563,-0.559396,-0.565432,-0.589543,-0.618155,-0.616065,-0.644297,-0.667284,4.0
-0.859093,-0.867378,-0.864854,-0.869123,-0.858944,-0.867631,-0.86412,-0.876244,-0.86433,-0.878835,-0.865638,-0.84772,-0.840198,-0.81917,-0.811523,-0.801398,-0.813349,-0.808103,-0.810671,-0.821472,-0.811757,-0.854272,-0.842414,-0.838726,-0.838247,-0.840128,-0.837974,-0.80261,-0.801072,-0.814189,-0.807371,-0.827316,-0.843022,-0.870067,-0.853106,-0.858949,-0.862239,-0.912399,-0.910213,-0.887671,-0.838302,-0.903978,-0.905598,-0.912124,-0.852859,-0.854689,-0.898984,-0.904323,-0.898367,-0.880728,-0.889096,3.0
-0.704012,-0.707229,-0.706718,-0.69787,-0.706094,-0.706213,-0.689274,-0.663566,-0.623726,-0.594588,-0.630062,-0.652811,-0.683617,-0.696277,-0.717899,-0.669954,-0.627902,-0.559675,-0.510582,-0.451662,-0.468173,-0.497969,-0.55489,-0.741171,-0.917879,-0.960036,-1.326708,-1.166095,-0.93309,-0.559368,-0.330796,-0.31732,-0.217077,-0.843223,-0.74253,-0.742083,-0.379145,-0.316537,-0.688776,-0.850077,-1.104908,-0.945897,-1.00815,-0.794384,-0.735091,-0.697574,-0.670624,-0.650542,-0.653583,-0.674354,-0.672983,5.0
-0.957224,-0.970778,-0.970232,-0.960666,-0.962437,-0.970488,-0.966847,-0.96441,-0.972943,-0.979085,-0.964836,-0.948158,-0.926989,-0.914928,-0.898376,-0.894299,-0.881539,-0.887147,-0.885097,-0.894013,-0.897508,-0.900108,-0.901292,-0.895996,-0.903497,-0.9323,-0.946423,-0.961474,-0.972932,-0.98656,-0.984135,-1.006264,-1.017161,-1.034948,-1.04009,-1.043509,-1.057747,-1.044925,-1.039739,-1.038703,-1.045364,-1.042337,-1.036156,-1.03756,-1.032749,-1.025249,-1.031146,-1.025584,-1.01884,-1.017011,-1.010595,1.0
-0.278732,-0.281422,-0.281458,-0.28231,-0.279867,-0.281492,-0.280076,-0.282928,-0.281121,-0.275689,-0.271393,-0.261555,-0.248458,-0.707781,-0.798596,-0.982945,-1.237486,-1.274442,-1.271161,-1.231757,-1.077767,-1.019095,-0.9217,-0.877472,-0.869225,-0.843467,-0.699636,-0.679197,-0.692767,-0.728794,-0.85579,-0.843068,-1.13787,-1.328795,-1.249196,-1.022081,-0.845384,-0.746781,-0.673906,-0.691073,-0.693252,-0.701355,-0.689858,-0.684727,-0.680116,-0.683813,-0.680289,-0.685703,-0.686494,-0.683684,-0.681021,6.0
-0.693851,-0.75422,-0.747762,-0.746602,-0.684543,-0.768829,-0.759328,-0.846382,-0.841166,-0.838943,-0.955845,-0.950861,-0.839296,-0.840034,-0.816927,-0.806337,-0.793804,-0.779209,-0.77185,-0.776727,-0.780631,-0.78548,-0.782414,-0.789033,-0.782014,-0.785235,-0.783253,-0.784879,-0.78841,-0.779314,-0.771667,-0.792838,-0.790518,-0.793299,-0.806064,-0.875556,-0.805185,-0.931564,-0.83082,-0.807719,-0.792353,-0.754992,-0.773148,-0.683971,-0.680825,-0.680826,-0.847856,-0.846655,-0.831577,-0.809837,-0.802563,3.0
-0.434409,-0.435802,-0.428623,-0.427773,-0.445011,-0.444368,-0.43939,-0.453065,-0.459105,-0.459258,-0.455292,-0.454907,-0.465598,-0.458174,-0.470962,-0.462719,-0.462097,-0.458742,-0.455485,-0.46024,-0.482003,-0.484285,-0.467277,-0.468756,-0.471469,-0.471374,-0.481875,-0.473625,-0.477505,-0.481867,-0.491992,-0.536509,-0.487564,-0.499914,-0.501641,-0.48795,-0.486077,-0.483994,-0.484532,-0.48478,-0.482241,-0.488762,-0.489508,-0.480928,-0.474341,-0.478849,-0.473255,-0.466246,-0.459902,-0.457982,-0.462218,2.0
