@relation NATOPS_channel_22

@attribute channel_22_0 numeric
@attribute channel_22_1 numeric
@attribute channel_22_2 numeric
@attribute channel_22_3 numeric
@attribute channel_22_4 numeric
@attribute channel_22_5 numeric
@attribute channel_22_6 numeric
@attribute channel_22_7 numeric
@attribute channel_22_8 numeric
@attribute channel_22_9 numeric
@attribute channel_22_10 numeric
@attribute channel_22_11 numeric
@attribute channel_22_12 numeric
@attribute channel_22_13 numeric
@attribute channel_22_14 numeric
@attribute channel_22_15 numeric
@attribute channel_22_16 numeric
@attribute channel_22_17 numeric
@attribute channel_22_18 numeric
@attribute channel_22_19 numeric
@attribute channel_22_20 numeric
@attribute channel_22_21 numeric
@attribute channel_22_22 numeric
@attribute channel_22_23 numeric
@attribute channel_22_24 numeric
@attribute channel_22_25 numeric
@attribute channel_22_26 numeric
@attribute channel_22_27 numeric
@attribute channel_22_28 numeric
@attribute channel_22_29 numeric
@attribute channel_22_30 numeric
@attribute channel_22_31 numeric
@attribute channel_22_32 numeric
@attribute channel_22_33 numeric
@attribute channel_22_34 numeric
@attribute channel_22_35 numeric
@attribute channel_22_36 numeric
@attribute channel_22_37 numeric
@attribute channel_22_38 numeric
@attribute channel_22_39 numeric
@attribute channel_22_40 numeric
@attribute channel_22_41 numeric
@attribute channel_22_42 numeric
@attribute channel_22_43 numeric
@attribute channel_22_44 numeric
@attribute channel_22_45 numeric
@attribute channel_22_46 numeric
@attribute channel_22_47 numeric
@attribute channel_22_48 numeric
@attribute channel_22_49 numeric
@attribute channel_22_50 numeric
@attribute classAttribute {1.0,2.0,3.0,4.0,5.0,6.0}

@data
-1.771773,-1.79666,-1.738568,-1.749744,-1.664565,-1.629405,-1.375435,-1.033427,-0.596528,-0.180807,0.148894,0.348112,0.108065,0.060721,-0.344056,-0.33697,-0.752426,-0.320609,-0.308661,-0.246866,-0.254313,-0.144266,0.308278,0.434969,0.455711,0.628421,0.431273,0.345482,0.37977,0.355123,0.266445,0.226672,0.145224,0.058111,-0.12726,-0.374829,-0.808673,-1.087528,-1.312346,-1.541006,-1.673124,-1.705746,-1.753077,-1.717286,-1.62781,-1.70831,-1.662609,-1.711594,-1.691657,-1.683121,-1.721661,4.0
-1.497652,-1.465919,-1.50323,-1.505058,-1.499588,-1.483619,-1.500347,-1.500487,-1.477432,-1.4999,-1.504714,-1.490298,-1.421285,-1.451664,-1.288464,-1.352256,-1.220442,-0.932174,-0.661215,-0.493018,-0.249701,-0.168495,-0.07874,-0.041811,-0.029298,-0.022124,-0.030499,-0.081728,-0.086345,-0.183348,-0.304329,-0.469235,-0.657777,-0.811985,-1.169273,-1.302254,-1.492779,-1.557243,-1.618051,-1.616806,-1.633157,-1.523841,-1.585305,-1.47218,-1.48129,-1.407527,-1.412585,-1.512271,-1.435609,-1.422537,-1.421817,3.0
-1.549212,-1.548763,-1.547054,-1.547232,-1.548055,-1.552204,-1.556138,-1.608859,-1.606036,-1.470281,-1.250323,-1.051658,-0.768595,-0.491522,-0.13353,0.038907,0.178462,0.259608,0.262044,0.233274,0.204357,0.180953,0.118602,0.003074,-0.128356,-0.347735,-0.607662,-1.031463,-1.403302,-1.405515,-1.536481,-1.619682,-1.59521,-1.625868,-1.622112,-1.574992,-1.553774,-1.598855,-1.538414,-1.608576,-1.646607,-1.657961,-1.642651,-1.579119,-1.593337,-1.591689,-1.592427,-1.597557,-1.596008,-1.592611,-1.59121,3.0
-1.701396,-1.750605,-1.624187,-1.662348,-1.735271,-1.809496,-1.826535,-1.795893,-1.790552,-1.494824,-1.087907,-0.572574,-0.392676,0.211915,0.287543,-0.387666,-0.558445,-0.620398,-0.566844,-0.499291,-0.465304,-0.559704,-0.584424,-0.483635,0.045342,0.279636,0.130868,-0.012887,-0.172111,-0.23854,-0.207341,-0.16736,-0.135781,-0.124321,-0.088901,-0.06576,-0.059999,-0.073762,-0.164881,-0.341513,-0.614249,-0.979094,-1.328096,-1.567517,-1.740336,-1.784575,-1.849582,-1.802922,-1.660085,-1.96929,-1.633891,4.0
-1.956089,-1.965573,-1.98277,-1.964133,-1.940249,-1.965027,-1.952268,-2.003934,-1.941254,-1.911694,-1.643472,-1.389492,-1.03462,-0.617734,-0.427188,-0.25847,-0.180769,-0.115543,-0.048115,-0.039298,-0.037161,-0.054854,-0.051505,-0.050842,-0.054871,-0.051852,-0.084216,-0.165934,-0.320733,-0.580475,-0.755287,-1.102535,-1.413578,-1.665459,-1.857219,-1.964945,-2.00802,-1.932637,-1.911459,-1.90937,-1.91555,-1.830255,-1.874288,-1.856631,-1.905249,-1.939916,-1.954757,-1.879685,-1.925708,-1.89811,-1.860997,3.0
-1.713619,-1.765452,-1.779407,-1.73397,-1.7677,-1.767603,-1.743398,-1.772414,-1.792616,-1.741703,-1.672198,-1.498642,-1.279012,-0.883271,-0.516677,-0.076239,0.099207,0.243469,0.302987,0.328456,0.304011,0.214777,0.105989,0.006644,-0.032399,0.111025,0.093765,0.242843,-0.570107,-0.613623,-0.699366,-0.597786,-0.542278,-0.550208,-0.55999,-0.606176,-0.708794,-0.5666,-0.383053,-0.580541,-0.73184,-1.232798,-1.628918,-1.698004,-1.748589,-1.736496,-1.735069,-1.664357,-1.729654,-1.809658,-1.789657,5.0
-2.028747,-2.07658,-2.235515,-1.999306,-2.046646,-2.143994,-1.948104,-1.551176,-1.071812,-0.576404,-0.140117,0.266298,0.594447,0.905817,0.752072,1.295459,1.319225,1.368039,1.222378,1.221582,1.332581,1.190104,1.181294,1.026156,0.589945,0.188655,-0.242085,-0.649852,-1.200418,-1.512437,-1.744062,-1.94446,-2.10853,-2.16358,-2.222787,-2.134223,-1.94764,-2.194172,-2.16817,-2.175513,-2.191302,-2.200729,-2.099,-2.206512,-2.208331,-2.19677,-2.195535,-1.990277,-2.161577,-2.156484,-2.135814,1.0
-1.742761,-1.673641,-1.699222,-1.720037,-1.718036,-1.70649,-1.759119,-1.737894,-1.717974,-1.707548,-1.715395,-1.549325,-1.484108,-1.232276,-0.916847,-0.458438,0.334313,0.900383,1.014154,0.927286,1.229248,1.253957,1.192281,1.293566,1.209053,1.173296,1.160602,1.045226,1.159056,1.194742,0.976864,0.678894,0.418139,-0.253066,-0.853999,-1.500569,-1.627063,-1.655434,-1.542818,-1.525228,-1.482243,-1.524942,-1.523662,-1.543738,-1.567702,-1.577524,-1.62255,-1.580825,-1.644321,-1.568109,-1.642766,6.0
-1.877056,-1.77743,-1.816414,-1.811637,-1.784092,-1.771409,-1.833374,-1.806455,-1.852253,-1.915101,-1.771078,-1.538675,-1.195536,-0.899573,-0.636728,-0.391302,-0.177863,-0.017569,0.087995,0.163992,0.200328,0.194605,0.18191,0.167956,0.156445,0.144695,0.147326,0.129723,0.097927,0.029359,-0.226385,-0.684948,-0.994688,-1.432578,-1.561162,-1.868843,-1.881121,-1.829093,-1.995827,-1.840187,-1.971298,-1.840152,-1.886002,-1.961805,-1.98531,-1.957441,-1.923328,-1.933632,-1.951136,-2.011099,-1.918543,3.0
-1.481807,-1.507005,-1.472867,-1.454321,-1.434577,-1.429592,-1.457412,-1.445496,-1.54887,-1.52829,-1.513665,-1.4998,-1.621434,-1.515566,-1.551936,-1.511012,-1.493818,-1.474041,-1.374882,-1.158903,-0.738711,-0.382828,0.00861,0.304801,0.591252,0.700513,0.798691,0.790389,0.812373,0.809707,0.814848,0.769411,0.746248,0.679706,0.569827,0.406839,0.164098,-0.097378,-0.399212,-0.703132,-1.007694,-1.230506,-1.405276,-1.465391,-1.411779,-1.475063,-1.447248,-1.450185,-1.495663,-1.400867,-1.401302,2.0
